epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,1.8900092199663547,2.8499999999999998e-05,0.6744849280973452,0.352,0.5838028899336283,0.6744849280973452,0.6744849280973452,0.3993103567477876,0.212890625,,0.6744849280973452,1.2244006359539268,1.6439062164863572e-06,0.0021491132210940123,0.0027965197805315256,0.5509767532348633
2,1.7502803130357922,2.7074999999999997e-05,0.6560253042035399,0.3376,0.5750138274336283,0.6560253042035399,0.6560253042035399,0.40568826050884954,0.19140625,,0.6560253042035399,0.9052125445371498,0.0,0.00039397907676175237,3.026536614925135e-05,0.4986989498138428
3,1.6953833536358875,2.5721249999999997e-05,0.6832653484513274,0.3104,0.5584122649336283,0.6832653484513274,0.6832653484513274,0.38511995298672563,0.15625,,0.6832653484513274,0.8402646991894295,9.863438208412845e-07,1.1013392395398114e-05,0.0,0.4680350720882416
4,1.590820943016018,2.4435187499999995e-05,0.681467782079646,0.3088,0.5574357024336283,0.681467782079646,0.681467782079646,0.3571971792035398,0.166015625,,0.681467782079646,1.1350023893206345,3.123421947748284e-06,6.007304909871891e-05,0.0,0.502693772315979
5,1.4609134627361686,2.3213428124999993e-05,0.6809146847345132,0.3792,0.6004044524336283,0.6809146847345132,0.6809146847345132,0.4022400442477876,0.2421875,,0.6809146847345132,0.9502914074975648,0.0,0.0014647811185568571,0.00018966295465361327,0.5116198658943176
6,1.5073846753376732,2.2052756718749993e-05,0.699650857300885,0.3296,0.5701310149336283,0.699650857300885,0.699650857300885,0.3797186117256637,0.189453125,,0.699650857300885,0.9697719841765575,8.219531082431786e-07,2.3528609744971618e-05,0.0,0.46905288100242615
7,1.4143742952027873,2.0950118882812494e-05,0.6873962942477876,0.3344,0.5730607024336283,0.6873962942477876,0.6873962942477876,0.3611034292035398,0.1953125,,0.6873962942477876,1.2394187162948593,3.945375283365138e-06,0.00028935185400769114,5.447765943245031e-05,0.5239309668540955
8,1.3561120187137488,1.9902612938671867e-05,0.6978705752212389,0.3344,0.5730607024336283,0.6978705752212389,0.6978705752212389,0.3743172704646018,0.197265625,,0.6978705752212389,1.0415297798785623,5.589281499851495e-06,5.1062092097708955e-05,6.053072866052389e-06,0.4859040677547455
9,1.3239465667752224,1.890748229173827e-05,0.6768701603982301,0.3248,0.5672013274336283,0.6768701603982301,0.6768701603982301,0.3733407079646018,0.162109375,,0.6768701603982301,0.9502099294468597,3.287812546659552e-07,6.908400246175006e-05,2.0176910311420215e-06,0.46257755160331726
10,1.3693613288696205,1.7962108177151358e-05,0.7123375276548672,0.3488,0.5818497649336283,0.7123375276548672,0.7123375276548672,0.3547255254424779,0.208984375,,0.7123375276548672,1.4567989723466754,1.4959547115722671e-05,2.953591501864139e-05,0.0,0.5246427655220032
11,1.3111088176001149,1.7064002768293788e-05,0.6956063329646018,0.3136,0.5603653899336283,0.6956063329646018,0.6956063329646018,0.3571971792035398,0.169921875,,0.6956063329646018,1.1733577181895685,1.479515617575089e-06,1.1013392395398114e-05,0.0,0.4537869095802307
12,1.2624792776284754,1.6210802629879097e-05,0.6870506084070797,0.3024,0.5535294524336283,0.6870506084070797,0.6870506084070797,0.39293245298672563,0.154296875,,0.6870506084070797,1.2482373593187455,4.109765541215893e-06,0.0002658232406247407,0.00039344976539723575,0.5176774859428406
13,1.238502458758883,1.540026249838514e-05,0.7108165099557522,0.3472,0.5808732024336283,0.7108165099557522,0.7108165099557522,0.3576552129424779,0.189453125,,0.7108165099557522,1.352373493534867,1.0521000149310566e-05,1.902313124446664e-05,6.053072866052389e-06,0.486484557390213
14,1.181520317618843,1.4630249373465883e-05,0.7129597621681416,0.36,0.5886857024336283,0.7129597621681416,0.7129597621681416,0.3517958379424779,0.228515625,,0.7129597621681416,1.112726518372001,2.6302500373276416e-06,0.00012865645112469792,2.219460111518856e-05,0.47250330448150635
15,1.212323005422099,1.3898736904792588e-05,0.707515210176991,0.2864,0.5437638274336283,0.707515210176991,0.707515210176991,0.3547255254424779,0.12890625,,0.707515210176991,1.3475548648560265,2.4658593247295357e-06,2.452982880640775e-05,1.0088455383083783e-05,0.5061647295951843
16,1.152512204224095,1.3203800059552958e-05,0.7001002488938053,0.3376,0.5750138274336283,0.7001002488938053,0.7001002488938053,0.3640331167035398,0.181640625,,0.7001002488938053,0.8617313342011652,7.397578428935958e-06,0.0004560545494314283,0.00020983986905775964,0.49978846311569214
