epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,1.6946300593908226,2.8499999999999998e-05,0.6839048672566371,0.3632,0.5906388274336283,0.6839048672566371,0.6839048672566371,0.3733407079646018,0.23046875,,0.6839048672566371,1.0478508290511448,2.4658593247295357e-06,0.0023568659089505672,0.0010774469701573253,0.5408088564872742
2,1.5389291840935122,2.7074999999999997e-05,0.6515141039823009,0.2928,0.5476700774336283,0.6515141039823009,0.6515141039823009,0.40764138550884954,0.126953125,,0.6515141039823009,0.829045567730174,0.0,0.00014267349615693092,0.0002279990876559168,0.5282359719276428
3,1.4990301972002908,2.5721249999999997e-05,0.7038509402654867,0.3616,0.5896622649336283,0.7038509402654867,0.7038509402654867,0.3659862417035398,0.228515625,,0.7038509402654867,0.87657715504027,3.287812546659552e-07,3.7045047065475956e-05,0.0,0.5039079189300537
4,1.3373590021243784,2.4435187499999995e-05,0.6917173672566372,0.3152,0.5613419524336283,0.6917173672566372,0.6917173672566372,0.3620799917035398,0.1640625,,0.6917173672566372,1.0457241603800045,1.808296929084463e-06,0.00021476115216501057,0.00011500839173095301,0.5228419303894043
5,1.2664612668640851,2.3213428124999993e-05,0.7008607577433629,0.3792,0.6004044524336283,0.7008607577433629,0.7008607577433629,0.3601268667035398,0.244140625,,0.7008607577433629,1.0245713860339833,0.0,0.0009746851865202188,0.00036318437196314335,0.5180619955062866
6,1.2715255502994258,2.2052756718749993e-05,0.7256982853982301,0.344,0.5789200774336283,0.7256982853982301,0.7256982853982301,0.3405351216814159,0.19921875,,0.7256982853982301,1.0122430206598887,9.863438208412845e-07,1.5018262274679728e-05,0.0,0.48146963119506836
7,1.2116849023550993,2.0950118882812494e-05,0.6939470409292035,0.3456,0.5798966399336283,0.6939470409292035,0.6939470409292035,0.3747753042035398,0.203125,,0.6939470409292035,1.1528867452143388,3.123421947748284e-06,8.760653145145625e-05,0.0001735214318614453,0.5290399789810181
8,1.195904579007509,1.9902612938671867e-05,0.7186290099557523,0.3584,0.5877091399336283,0.7186290099557523,0.7186290099557523,0.335133780420354,0.22265625,,0.7186290099557523,0.9885129025000564,4.7673283916083165e-06,1.6520089047844522e-05,2.0176910311420215e-06,0.48977380990982056
9,1.1612118927922956,1.890748229173827e-05,0.6916136615044248,0.2864,0.5437638274336283,0.6916136615044248,0.6916136615044248,0.3566786504424779,0.140625,,0.6916136615044248,0.9872752563303695,1.643906273329776e-07,0.00011113513755844906,8.070764124568086e-06,0.48686209321022034
10,1.1823057861084068,1.7962108177151358e-05,0.717056139380531,0.368,0.5935685149336283,0.717056139380531,0.717056139380531,0.3620799917035398,0.240234375,,0.717056139380531,1.3632288732673892,8.712703674973454e-06,3.2539566745981574e-05,0.0,0.5155932903289795
11,1.103272886828293,1.7064002768293788e-05,0.7021743639380531,0.36,0.5886857024336283,0.7021743639380531,0.7021743639380531,0.3424882466814159,0.197265625,,0.7021743639380531,1.1459384555409906,1.3151250186638208e-06,1.551886998640839e-05,1.0088455383083783e-05,0.4591975510120392
12,1.0909128986469199,1.6210802629879097e-05,0.6869123340707964,0.3584,0.5877091399336283,0.6869123340707964,0.6869123340707964,0.3616219579646018,0.2265625,,0.6869123340707964,1.2149625604971814,3.123421947748284e-06,0.00022477332095149904,0.00015939759032335132,0.5006698966026306
13,1.0347298396170916,1.540026249838514e-05,0.7206858407079646,0.3616,0.5896622649336283,0.7206858407079646,0.7206858407079646,0.3527724004424779,0.228515625,,0.7206858407079646,1.1809179233479756,7.890750566730276e-06,0.00012865645112469792,1.8159218598157167e-05,0.49365749955177307
14,0.9736745975559142,1.4630249373465883e-05,0.7226043971238938,0.3664,0.5925919524336283,0.7226043971238938,0.7226043971238938,0.3444413716814159,0.234375,,0.7226043971238938,0.9983738990392482,1.479515617575089e-06,4.104991603526287e-05,1.4123836990620475e-05,0.47698578238487244
15,1.0706562879168675,1.3898736904792588e-05,0.738194828539823,0.3568,0.5867325774336283,0.738194828539823,0.738194828539823,0.33168556415929207,0.181640625,,0.738194828539823,1.1488672716283637,2.3014688395051053e-06,4.605600406648591e-05,2.219460111518856e-05,0.5070487260818481
16,0.928107476594203,1.3203800059552958e-05,0.7165030420353983,0.3904,0.6072403899336283,0.7165030420353983,0.7165030420353983,0.3444413716814159,0.220703125,,0.7165030420353983,0.9284960828514052,4.931719104206422e-07,0.00010312539961887524,0.00025826445198617876,0.5083733201026917
17,0.9677885454239211,1.254361005657531e-05,0.749740735619469,0.3776,0.5994278899336283,0.749740735619469,0.749740735619469,0.33168556415929207,0.212890625,,0.749740735619469,1.261757866847368,1.2822469216189347e-05,0.0002337842743145302,4.2371510062366724e-05,0.5206326842308044
18,0.9822431508615783,1.1916429553746543e-05,0.7278761061946903,0.3728,0.5964982024336283,0.7278761061946903,0.7278761061946903,0.3463944966814159,0.240234375,,0.7278761061946903,1.0912732278812713,1.808296929084463e-06,2.5531046048854478e-05,0.0,0.4926804304122925
19,0.9612313343020579,1.1320608076059215e-05,0.7381256913716814,0.36,0.5886857024336283,0.7381256913716814,0.7381256913716814,0.334157217920354,0.228515625,,0.7381256913716814,1.069677706086341,3.45220314557082e-06,7.55919172661379e-05,6.053072866052389e-06,0.5145578384399414
20,0.9724705772714456,1.0754577672256254e-05,0.7536297013274336,0.3904,0.6072403899336283,0.7536297013274336,0.7536297013274336,0.32875587665929207,0.236328125,,0.7536297013274336,1.0198743449604346,7.068797003739746e-06,0.00032789871329441667,0.0,0.5063203573226929
21,0.9075909016584008,1.021684878864344e-05,0.737762721238938,0.3936,0.6091935149336283,0.737762721238938,0.737762721238938,0.31209381913716816,0.24609375,,0.737762721238938,1.0681276758203424,1.643906273329776e-07,4.956026532454416e-05,6.053072866052389e-06,0.49909576773643494
22,0.932988010826984,9.706006349211269e-06,0.7599903207964602,0.4048,0.6160294524336283,0.7599903207964602,0.7599903207964602,0.32875587665929207,0.28515625,,0.7599903207964602,1.0401407070654314,1.479515617575089e-06,0.00042251378181390464,7.465457019861788e-05,0.52364581823349
23,0.8239478443431718,9.220706031750704e-06,0.7544420630530975,0.432,0.6326310149336283,0.7544420630530975,0.7544420630530975,0.30330475663716816,0.2890625,,0.7544420630530975,1.3907354834044297,1.4301984265330248e-05,0.0003639425558503717,3.2283056498272344e-05,0.5307176113128662
24,0.8664874373578131,8.759670730163168e-06,0.7526963495575221,0.4256,0.6287247649336283,0.7526963495575221,0.7526963495575221,0.32582618915929207,0.302734375,,0.7526963495575221,1.3279457473088987,5.424890787253389e-06,0.00023929098097141832,7.667225872864947e-05,0.5432966947555542
25,0.9067495785483431,8.32168719365501e-06,0.763412610619469,0.424,0.6277482024336283,0.763412610619469,0.763412610619469,0.31014069413716816,0.29296875,,0.763412610619469,1.1178745034561612,0.0,9.51156562223332e-06,0.0,0.4954826533794403
26,0.9177228877925562,7.905602833972258e-06,0.7725387168141593,0.4048,0.6160294524336283,0.7725387168141593,0.7725387168141593,0.29054894911504425,0.251953125,,0.7725387168141593,1.4154216574920573,9.370265615871176e-06,0.0001441753120161593,4.2371510062366724e-05,0.5603786706924438
27,0.8519614543735398,7.510322692273645e-06,0.759679203539823,0.4544,0.6463028899336283,0.759679203539823,0.759679203539823,0.30916413163716816,0.318359375,,0.759679203539823,0.8777192451294522,0.0,2.953591501864139e-05,2.4212291464209557e-05,0.479107528924942
28,0.8349083017126382,7.134806557659962e-06,0.765365735619469,0.4656,0.6531388274336283,0.765365735619469,0.765365735619469,0.30916413163716816,0.33203125,,0.765365735619469,1.274844187880231,2.00556569325272e-05,0.00040399126010015607,3.430074866628274e-05,0.5419288277626038
29,0.8998008609352843,6.778066229776964e-06,0.7661262444690267,0.4432,0.6394669524336283,0.7661262444690267,0.7661262444690267,0.31014069413716816,0.294921875,,0.7661262444690267,1.3792545860407446,8.383922249777243e-06,9.511566167930141e-05,1.0088455383083783e-05,0.5296632647514343
30,0.8566991892896993,6.439162918288115e-06,0.7441060564159292,0.4592,0.6492325774336283,0.7441060564159292,0.7441060564159292,0.32777931415929207,0.322265625,,0.7441060564159292,1.0109389447155308,1.6439062164863572e-06,3.6043828004039824e-05,3.8336129364324734e-05,0.48149701952934265
31,0.8109690575916655,6.11720477237371e-06,0.7627558075221239,0.4752,0.6589982024336283,0.7627558075221239,0.7627558075221239,0.3174951603982301,0.314453125,,0.7627558075221239,1.1813083041131496,1.3151250186638208e-06,3.50426125805825e-05,7.667225872864947e-05,0.506019115447998
32,0.8424874477416617,5.811344533755024e-06,0.7436220962389382,0.4448,0.6404435149336283,0.7436220962389382,0.7436220962389382,0.3204248478982301,0.333984375,,0.7436220962389382,1.2559829203864346,5.260500074655283e-06,9.8119315225631e-05,2.0176910311420215e-06,0.5064125657081604
33,0.7784820426601862,5.520777307067273e-06,0.729950221238938,0.328,0.5691544524336283,0.729950221238938,0.729950221238938,0.338063467920354,0.1875,,0.729950221238938,1.1948792967473467,1.1507344197525526e-06,4.555539635475725e-05,2.0176910311420215e-06,0.4730031490325928
34,0.8367128632111903,5.244738441713909e-06,0.734029314159292,0.456,0.6472794524336283,0.734029314159292,0.734029314159292,0.3630565542035398,0.328125,,0.734029314159292,0.8022654602752088,1.643906273329776e-07,1.301582688029157e-05,8.272533159470186e-05,0.4591921269893646
35,0.7815817271102505,4.982501519628213e-06,0.7382639657079646,0.3648,0.5916153899336283,0.7382639657079646,0.7382639657079646,0.3444413716814159,0.236328125,,0.7382639657079646,1.2581361024977393,6.411234608094674e-06,0.00019673923088703305,0.0001170260802609846,0.5274861454963684
36,0.7687507125125137,4.7333764436468025e-06,0.7576742256637168,0.3936,0.6091935149336283,0.7576742256637168,0.7576742256637168,0.32484962665929207,0.265625,,0.7576742256637168,1.138758747225178,4.6029376790102106e-06,0.00018272218585480005,4.035382062284043e-06,0.5127208232879639
37,0.789594370148602,4.496707621464462e-06,0.7601458794247788,0.3984,0.6121232024336283,0.7601458794247788,0.7601458794247788,0.30818756913716816,0.2578125,,0.7601458794247788,1.3314064606149094,9.699047041067388e-06,5.7570003264117986e-05,2.219460111518856e-05,0.5364825129508972
38,0.8031485363245496,4.271872240391239e-06,0.777257328539823,0.456,0.6472794524336283,0.777257328539823,0.777257328539823,0.2988799778761062,0.33984375,,0.777257328539823,1.3145482729006517,9.699047041067388e-06,2.953591501864139e-05,8.474302012473345e-05,0.5387223958969116
39,0.7620178280036659,4.058278628371677e-06,0.7552284983407079,0.4432,0.6394669524336283,0.7552284983407079,0.7552284983407079,0.32875587665929207,0.32421875,,0.7552284983407079,0.8545304725593078,6.575625093319104e-07,1.2014609637844842e-05,1.0088455383083783e-05,0.4836125075817108
40,0.7815053680787079,3.855364696953093e-06,0.7741288716814159,0.4592,0.6492325774336283,0.7741288716814159,0.7741288716814159,0.3008331028761062,0.337890625,,0.7741288716814159,1.084914931111477,3.7809843433933565e-06,5.7069395552389324e-05,9.684916585683823e-05,0.5312325358390808
41,0.8297205125186805,3.6625964621054378e-06,0.7551507190265487,0.4,0.6130997649336283,0.7551507190265487,0.7551507190265487,0.30916413163716816,0.267578125,,0.7551507190265487,1.2980471419527684,1.8411750716040842e-05,0.00035593280335888267,0.00020782217325177044,0.548962414264679
42,0.774429009598338,3.4794666390001657e-06,0.7718819137168141,0.3872,0.6052872649336283,0.7718819137168141,0.7718819137168141,0.2988799778761062,0.189453125,,0.7718819137168141,1.4580522300414975,1.3973203749628738e-05,0.00013216071238275617,8.070764124568086e-06,0.5465173721313477
43,0.7038502940455327,3.3054933070501574e-06,0.763066924778761,0.4304,0.6316544524336283,0.763066924778761,0.763066924778761,0.3047393528761062,0.28515625,,0.763066924778761,1.1492056427564599,7.397578428935958e-06,1.6520089047844522e-05,2.0176910766167566e-05,0.5081213712692261
44,0.7573170248072649,3.1402186416976496e-06,0.7784845132743362,0.4304,0.6316544524336283,0.7784845132743362,0.7784845132743362,0.29250207411504425,0.31640625,,0.7784845132743362,1.457589983686238,2.5973718948080204e-05,5.3565134294331074e-05,1.4123836990620475e-05,0.5541597008705139
45,0.7479491838501678,2.983207709612767e-06,0.7572594026548672,0.4288,0.6306778899336283,0.7572594026548672,0.7572594026548672,0.3184717228982301,0.314453125,,0.7572594026548672,1.1329880052201655,8.219531082431786e-07,3.0036524094612105e-06,0.0,0.4971560537815094
46,0.7299151477961517,2.8340473241321283e-06,0.7713288163716814,0.392,0.6082169524336283,0.7713288163716814,0.7713288163716814,0.3165185978982301,0.220703125,,0.7713288163716814,1.3649481099725755,1.7261016182601452e-05,2.10255675483495e-05,2.0176910311420215e-06,0.528131365776062
47,0.7480590234876748,2.692344957925522e-06,0.747787610619469,0.384,0.6033341399336283,0.747787610619469,0.747787610619469,0.3145654728982301,0.23046875,,0.747787610619469,0.9003504863115218,9.863438208412845e-07,8.009739758563228e-06,6.053072866052389e-06,0.4944770634174347
