epoch,train_loss,skipped_training_clips,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,0.7062139397785068,0,2.8499999999999998e-05,0.6733960176991151,0.7231638418079096,0.6375138274336283,0.6733960176991151,0.6733960176991151,0.3522538716814159,0.328125,,,,,,,
2,0.6493589170202613,0,2.7074999999999997e-05,0.7960453539823009,0.7853107344632768,0.7234513274336283,0.7960453539823009,0.7960453539823009,0.3155420353982301,0.5,,,,,,,
3,0.6091019751876593,0,2.5721249999999997e-05,0.6657909292035399,0.7005649717514124,0.6062638274336283,0.6657909292035399,0.6657909292035399,0.3689159292035398,0.265625,,,,,,,
4,0.6001483677774668,0,2.4435187499999995e-05,0.7491703539823009,0.7627118644067796,0.6922013274336283,0.7491703539823009,0.7491703539823009,0.33559181415929207,0.4375,,,,,,,
5,0.5983918463662267,0,2.3213428124999993e-05,0.8082134955752213,0.7909604519774012,0.7312638274336283,0.8082134955752213,0.8082134955752213,0.26998064159292035,0.484375,,,,,,,
6,0.5893020661026239,0,2.2052756718749993e-05,0.7346515486725663,0.7853107344632768,0.7234513274336283,0.7346515486725663,0.7346515486725663,0.32777931415929207,0.484375,,,,,,,
7,0.5651704933941364,0,2.0950118882812494e-05,0.8225940265486725,0.7909604519774012,0.7312638274336283,0.8225940265486725,0.8225940265486725,0.26113108407079644,0.484375,,,,,,,
8,0.5711131200827658,0,1.9902612938671867e-05,0.7881637168141593,0.807909604519774,0.7547013274336283,0.7881637168141593,0.7881637168141593,0.2988799778761062,0.5625,,,,,,,
9,0.5331168495044112,0,1.890748229173827e-05,0.7600940265486726,0.7853107344632768,0.7234513274336283,0.7600940265486726,0.7600940265486726,0.32777931415929207,0.484375,,,,,,,
10,0.5344348318874836,0,1.7962108177151358e-05,0.7712942477876106,0.7796610169491526,0.7156388274336283,0.7712942477876106,0.7712942477876106,0.2655558628318584,0.484375,,,,,,,
11,0.5537424027770758,0,1.7064002768293788e-05,0.8270188053097346,0.7909604519774012,0.7312638274336283,0.8270188053097346,0.8270188053097346,0.23119469026548672,0.484375,,,,,,,
12,0.5359131054896862,0,1.6210802629879097e-05,0.7862278761061947,0.8022598870056498,0.7468888274336283,0.7862278761061947,0.7862278761061947,0.26113108407079644,0.546875,,,,,,,
13,0.530520476359874,0,1.540026249838514e-05,0.7952157079646017,0.7966101694915254,0.7390763274336283,0.7952157079646017,0.7952157079646017,0.25331858407079644,0.53125,,,,,,,
