epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean
46,77.34937171936035,9.446824413773756e-05,0.64,0.55,0.55,0.64,0.64,0.55,0.1,0.64,,0.9037658914536362
47,77.25568809509278,8.974483193085068e-05,0.64,0.6,0.6,0.64,0.64,0.55,0.1,0.64,,0.8842289288176706
48,77.20432815551757,8.525759033430814e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8590602760123777
49,77.14071731567383,8.099471081759274e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.854822680697805
50,77.08072776794434,7.69449752767131e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8728914753730495
51,77.02808265686035,7.309772651287744e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.7933352347954857
52,76.96236228942871,6.944284018723356e-05,0.64,0.55,0.55,0.64,0.64,0.55,0.1,0.64,,0.9913032784971093
53,76.9106990814209,6.597069817787189e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.965939598883077
54,76.86411895751954,6.267216326897829e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9156664979806965
55,76.80199394226074,5.953855510552937e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9668019526529016
56,76.77092056274414,5.65616273502529e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9861956456948974
57,76.72388610839843,5.373354598274025e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9146853759964633
58,76.66894607543945,5.104686868360323e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,0.8869979804075172
59,76.63065719604492,4.849452524942307e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8947803891918339
60,76.59018974304199,4.606979898695191e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9064323148293708
61,76.57407150268554,4.376630903760431e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8692732367046446
62,76.53366127014161,4.157799358572409e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0495634679149932
63,76.50998992919922,3.9499093906437885e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,1.005133879598213
64,76.47488174438476,3.752413921111599e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.857214466784903
65,76.44999885559082,3.564793225056019e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8632732727850596
66,76.4145637512207,3.3865535638032174e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9950717677994363
67,76.38300247192383,3.2172258856130564e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9644812674645853
68,76.37108573913574,3.056364591332403e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,0.9207038166678225
69,76.3362663269043,2.903546361765783e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9400047230477852
70,76.32026481628418,2.758369043677494e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8523891374909113
71,76.2890022277832,2.620450591493619e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.7782112507384833
72,76.27581977844238,2.489428061918938e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9738970174290856
73,76.25897483825683,2.364956658822991e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0099571879440206
74,76.23115310668945,2.2467088258818413e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.8577181560222541
75,76.2162254333496,2.134373384587749e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8208393554184813
76,76.1954502105713,2.0276547153583614e-05,0.6699999999999999,0.6,0.6,0.6699999999999999,0.6699999999999999,0.4,0.1,0.6699999999999999,,0.8021961325808373
77,76.1725975036621,1.9262719795904432e-05,0.67,0.6,0.6,0.67,0.67,0.5,0.2,0.67,,0.9194730000464811
78,76.17030563354493,1.829958380610921e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9635646998324376
79,76.15282249450684,1.738460461580375e-05,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9117551425526342
80,76.14821853637696,1.6515374385013564e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0067537811621152
81,76.1327564239502,1.5689605665762886e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8332718563281395
82,76.10442695617675,1.490512538247474e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9239583325976645
83,76.10708503723144,1.4159869113351003e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9894112013554219
84,76.08019485473633,1.3451875657683452e-05,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9049447698969706
85,76.09369468688965,1.277928187479928e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8872588473502071
86,76.06948432922363,1.2140317781059316e-05,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0023274983197261
87,76.05925750732422,1.153330189200635e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8215006902421934
88,76.05407524108887,1.0956636797406032e-05,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9762964591544805
89,76.04815406799317,1.0408804957535729e-05,0.67,0.6,0.6,0.67,0.67,0.5,0.2,0.67,,0.8619719373318001
90,76.02832489013672,9.888364709658941e-06,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0269548564140338
91,76.01381301879883,9.393946474175994e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9293237396650507
92,76.01572685241699,8.924249150467194e-06,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.031700700902549
93,76.01646575927734,8.478036692943835e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9895242158827562
94,76.00648460388183,8.054134858296643e-06,0.6900000000000001,0.6,0.6,0.6900000000000001,0.6900000000000001,0.4,0.2,0.6900000000000001,,0.8874175536404088
95,76.00103302001953,7.65142811538181e-06,0.71,0.6,0.6,0.71,0.71,0.45,0.2,0.71,,0.8725234329182693
96,75.9871711730957,7.26885670961272e-06,0.6900000000000001,0.6,0.6,0.6900000000000001,0.6900000000000001,0.4,0.2,0.6900000000000001,,0.9125919260322742
97,75.99424095153809,6.905413874132084e-06,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.8257577347948198
98,75.98616409301758,6.5601431804254795e-06,0.6900000000000001,0.6,0.6,0.6900000000000001,0.6900000000000001,0.4,0.2,0.6900000000000001,,0.8808149034611593
99,75.98473167419434,6.232136021404205e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8695971730527647
100,75.96682777404786,5.920529220333994e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9399882213542221
101,75.96564750671386,5.624502759317295e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9818859521987054
102,75.95111312866212,5.34327762135143e-06,0.6900000000000001,0.6,0.6,0.6900000000000001,0.6900000000000001,0.4,0.2,0.6900000000000001,,0.930943193919961
103,75.95913810729981,5.076113740283858e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8890722432852066
104,75.95762710571289,4.8223080532696655e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.895533369915643
105,75.94756774902343,4.581192650606182e-06,0.65,0.55,0.55,0.65,0.65,0.55,0.1,0.65,,0.9950977532455297
106,75.95599174499512,4.3521330180758725e-06,0.67,0.6,0.6,0.67,0.67,0.5,0.2,0.67,,0.9752677650685196
107,75.95059738159179,4.1345263671720786e-06,0.65,0.55,0.55,0.65,0.65,0.55,0.1,0.65,,0.9671969923340262
108,75.93237533569337,3.927800048813474e-06,0.65,0.55,0.55,0.65,0.65,0.55,0.1,0.65,,0.9219227945895233
109,75.93157958984375,3.7314100463728006e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.840055112784973
110,75.93895454406739,3.5448395440541604e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9738217470705062
111,75.93289184570312,3.3675975668514524e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,1.0795705936675615
112,75.91025428771972,3.1992176885088796e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8416871658276597
113,75.92644691467285,3.0392568040834356e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.863424644956499
114,75.92770385742188,2.8872939638792635e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9082438432491207
115,75.93996772766113,2.7429292656853003e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9212474323982892
116,75.89677848815919,2.605782802401035e-06,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9092508832092402
117,75.91548118591308,2.475493662280983e-06,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9504024690876528
118,75.91276893615722,2.351718979166934e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8003127633235343
119,75.91080284118652,2.234133030208587e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8911848736786789
120,75.8924114227295,2.1224263786981576e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8308180428535715
121,75.89696350097657,2.0163050597632494e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.980143469461068
122,75.90127143859863,1.915489806775087e-06,0.67,0.6,0.6,0.67,0.67,0.5,0.2,0.67,,0.8521318187385553
123,75.90145378112793,1.8197153164363325e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.827112328070395
124,75.89388885498047,1.7287295506145157e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9227667220896119
125,75.89495124816895,1.6422930730837899e-06,0.67,0.6,0.6,0.67,0.67,0.5,0.2,0.67,,0.8317821871523672
126,75.91162719726563,1.5601784194296004e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8458868042615497
127,75.90263137817382,1.4821694984581202e-06,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,0.8797788591061921
128,75.89774322509766,1.4080610235352142e-06,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0411128917349224
129,75.89275283813477,1.3376579723584535e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9438476236594733
130,75.89621696472167,1.2707750737405307e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9884831910111761
131,75.89556312561035,1.2072363200535042e-06,0.65,0.55,0.55,0.65,0.65,0.55,0.1,0.65,,0.9764713847260996
132,75.89598503112794,1.146874504050829e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9847676699094023
133,75.8944049835205,1.0895307788482876e-06,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,1.0897693681397007
134,75.88418426513672,1.0350542399058731e-06,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9874657608953229
135,75.89829902648925,9.833015279105794e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.8794748286734244
136,75.90277671813965,9.341364515150503e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.7841464319843533
137,75.89386901855468,8.874296289392978e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.8201776981070681
138,75.89524726867675,8.430581474923329e-07,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9569666957109795
139,75.89496765136718,8.009052401177162e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9450345384917027
140,75.88242683410644,7.608599781118303e-07,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.9385160714949374
141,75.8713565826416,7.228169792062388e-07,0.6900000000000001,0.6,0.6,0.6900000000000001,0.6900000000000001,0.4,0.2,0.6900000000000001,,0.7582313154020113
142,75.87959747314453,6.866761302459269e-07,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.7626667332427266
143,75.87859382629395,6.523423237336305e-07,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.963726744513994
144,75.89206314086914,6.197252075469489e-07,0.66,0.55,0.55,0.66,0.66,0.55,0.2,0.66,,1.0433363630694226
145,75.88350524902344,5.887389471696014e-07,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.8766786776995202
146,75.88829078674317,5.593019998111213e-07,0.66,0.6,0.6,0.66,0.66,0.55,0.2,0.66,,0.8636100310888205
147,75.89842147827149,5.313368998205652e-07,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9280524214161319
148,75.88198432922363,5.047700548295369e-07,0.68,0.6,0.6,0.68,0.68,0.4,0.2,0.68,,0.9342678118242385
149,75.87253494262696,4.7953155208806e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.8303339331173354
150,75.88797798156739,4.55554974483657e-07,0.7,0.6,0.6,0.7,0.7,0.45,0.2,0.7,,0.9345613331376205
