epoch,train_loss,skipped_training_clips,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,6.493492484092712,0,9.5e-05,0.6078431372549019,0.6774193548387096,0.4666666666666667,0.6078431372549019,0.6078431372549019,0.32091503267973853,0.0,,,,,,,
2,5.498230973095167,0,9.025e-05,0.45882352941176474,0.6774193548387096,0.4666666666666667,0.45882352941176474,0.45882352941176474,0.5941176470588235,0.0,,,,,,,
3,3.4965693781370533,0,8.573749999999999e-05,0.4274509803921569,0.6935483870967742,0.49607843137254903,0.4274509803921569,0.4274509803921569,0.5313725490196078,0.058823529411764705,,,,,,,
4,4.724168052185632,0,8.145062499999998e-05,0.39084967320261443,0.6935483870967742,0.49607843137254903,0.39084967320261443,0.39084967320261443,0.5830065359477123,0.0,,,,,,,
5,4.538899553424471,0,7.737809374999998e-05,0.26666666666666666,0.6774193548387096,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.5830065359477123,0.0,,,,,,,
6,2.428960853049091,0,7.350918906249998e-05,0.5215686274509804,0.6774193548387096,0.4666666666666667,0.5215686274509804,0.5215686274509804,0.47973856209150323,0.0,,,,,,,
7,2.244987872454459,0,6.983372960937497e-05,0.4130718954248366,0.6774193548387096,0.4666666666666667,0.4130718954248366,0.4130718954248366,0.5830065359477123,0.0,,,,,,,
8,2.803877259415458,0,6.634204312890622e-05,0.46405228758169936,0.7096774193548387,0.5254901960784314,0.46405228758169936,0.46405228758169936,0.45751633986928103,0.11764705882352941,,,,,,,
9,1.5305064152153136,0,6.30249409724609e-05,0.32287581699346407,0.7096774193548387,0.5254901960784314,0.32287581699346407,0.32287581699346407,0.645751633986928,0.11764705882352941,,,,,,,
10,1.8780111068388123,0,5.987369392383786e-05,0.5032679738562091,0.7096774193548387,0.5254901960784314,0.5032679738562091,0.5032679738562091,0.46862745098039216,0.11764705882352941,,,,,,,
11,1.3321136571621537,0,5.688000922764596e-05,0.38823529411764707,0.6774193548387096,0.4666666666666667,0.38823529411764707,0.38823529411764707,0.5941176470588235,0.0,,,,,,,
12,2.009061345025593,0,5.4036008766263664e-05,0.5098039215686274,0.7096774193548387,0.5254901960784314,0.5098039215686274,0.5098039215686274,0.47973856209150323,0.11764705882352941,,,,,,,
13,1.294649138909108,0,5.133420832795048e-05,0.4784313725490197,0.7096774193548387,0.5254901960784314,0.4784313725490197,0.4784313725490197,0.49084967320261436,0.11764705882352941,,,,,,,
14,1.5416185899939592,0,4.876749791155295e-05,0.4287581699346405,0.7096774193548387,0.5254901960784314,0.4287581699346405,0.4287581699346405,0.49084967320261436,0.11764705882352941,,,,,,,
15,1.2696242908920965,0,4.6329123015975305e-05,0.5241830065359476,0.7096774193548387,0.5254901960784314,0.5241830065359476,0.5241830065359476,0.4392156862745098,0.11764705882352941,,,,,,,
16,1.8302925131906704,0,4.4012666865176535e-05,0.5006535947712418,0.6774193548387096,0.4666666666666667,0.5006535947712418,0.5006535947712418,0.542483660130719,0.0,,,,,,,
17,1.9542258416622644,0,4.181203352191771e-05,0.3921568627450981,0.6774193548387096,0.4666666666666667,0.3921568627450981,0.3921568627450981,0.5535947712418301,0.0,,,,,,,
18,1.3773862903478857,0,3.972143184582182e-05,0.46405228758169936,0.7096774193548387,0.5254901960784314,0.46405228758169936,0.46405228758169936,0.5130718954248366,0.11764705882352941,,,,,,,
19,1.1999755900687887,0,3.7735360253530726e-05,0.5254901960784314,0.7096774193548387,0.5254901960784314,0.5254901960784314,0.5254901960784314,0.45751633986928103,0.11764705882352941,,,,,,,
20,1.0945486087993572,0,3.584859224085419e-05,0.4549019607843137,0.7096774193548387,0.5254901960784314,0.4549019607843137,0.4549019607843137,0.5313725490196078,0.11764705882352941,,,,,,,
21,0.9684183906996964,0,3.405616262881148e-05,0.4875816993464053,0.6935483870967742,0.49607843137254903,0.4875816993464053,0.4875816993464053,0.5091503267973856,0.0,,,,,,,
22,1.1412923867026166,0,3.2353354497370904e-05,0.44575163398692813,0.6774193548387096,0.4666666666666667,0.44575163398692813,0.44575163398692813,0.6235294117647059,0.0,,,,,,,
23,1.05087151375119,0,3.0735686772502355e-05,0.43529411764705883,0.6774193548387096,0.4666666666666667,0.43529411764705883,0.43529411764705883,0.634640522875817,0.0,,,,,,,
24,1.2282467106571886,0,2.9198902433877236e-05,0.48235294117647065,0.6774193548387096,0.4666666666666667,0.48235294117647065,0.48235294117647065,0.5901960784313725,0.0,,,,,,,
25,1.226605083407776,0,2.7738957312183373e-05,0.42875816993464055,0.6774193548387096,0.4666666666666667,0.42875816993464055,0.42875816993464055,0.6124183006535947,0.0,,,,,,,
26,0.8877517860246371,0,2.6352009446574204e-05,0.44052287581699345,0.6774193548387096,0.4666666666666667,0.44052287581699345,0.44052287581699345,0.542483660130719,0.0,,,,,,,
27,0.9988860402371245,0,2.5034408974245492e-05,0.4862745098039215,0.6774193548387096,0.4666666666666667,0.4862745098039215,0.4862745098039215,0.47973856209150323,0.0,,,,,,,
28,1.0391678533869708,0,2.3782688525533216e-05,0.4745098039215686,0.7096774193548387,0.5254901960784314,0.4745098039215686,0.4745098039215686,0.45751633986928103,0.11764705882352941,,,,,,,
29,0.7606478008665363,0,2.2593554099256555e-05,0.4169934640522876,0.6774193548387096,0.4666666666666667,0.4169934640522876,0.4169934640522876,0.5718954248366013,0.0,,,,,,,
30,0.9545095426801709,0,2.1463876394293726e-05,0.3464052287581699,0.6774193548387096,0.4666666666666667,0.3464052287581699,0.3464052287581699,0.6052287581699347,0.0,,,,,,,
31,0.980830553136002,0,2.039068257457904e-05,0.46797385620915033,0.6774193548387096,0.4666666666666667,0.46797385620915033,0.46797385620915033,0.4392156862745098,0.0,,,,,,,
32,0.9280628701117166,0,1.9371148445850086e-05,0.4052287581699346,0.6774193548387096,0.4666666666666667,0.4052287581699346,0.4052287581699346,0.5830065359477123,0.0,,,,,,,
33,0.7166452525402747,0,1.840259102355758e-05,0.4261437908496732,0.7096774193548387,0.5254901960784314,0.4261437908496732,0.4261437908496732,0.634640522875817,0.11764705882352941,,,,,,,
34,1.0005595542463652,0,1.74824614723797e-05,0.4418300653594771,0.6774193548387096,0.4666666666666667,0.4418300653594771,0.4418300653594771,0.5718954248366013,0.0,,,,,,,
35,1.1570048987778137,0,1.6608338398760715e-05,0.39738562091503266,0.6774193548387096,0.4666666666666667,0.39738562091503266,0.39738562091503266,0.5941176470588235,0.0,,,,,,,
36,0.6799825529651571,0,1.5777921478822678e-05,0.4562091503267974,0.7096774193548387,0.5254901960784314,0.4562091503267974,0.4562091503267974,0.5202614379084967,0.11764705882352941,,,,,,,
37,0.9443732454601559,0,1.4989025404881544e-05,0.39999999999999997,0.6774193548387096,0.4666666666666667,0.39999999999999997,0.39999999999999997,0.5830065359477123,0.0,,,,,,,
38,0.7900612464896426,0,1.4239574134637466e-05,0.42875816993464055,0.6774193548387096,0.4666666666666667,0.42875816993464055,0.42875816993464055,0.5313725490196078,0.0,,,,,,,
39,0.8080273108244,0,1.3527595427905592e-05,0.4326797385620915,0.6774193548387096,0.4666666666666667,0.4326797385620915,0.4326797385620915,0.5607843137254902,0.0,,,,,,,
40,0.8817096066413797,0,1.2851215656510312e-05,0.4457516339869281,0.6774193548387096,0.4666666666666667,0.4457516339869281,0.4457516339869281,0.542483660130719,0.0,,,,,,,
