epoch,train_loss,skipped_training_clips,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,1.6509460214871858,0,2.8499999999999998e-05,0.6526202986725663,0.328,0.5691544524336283,0.6526202986725663,0.6526202986725663,0.4433766592920354,0.189453125,,0.6526202986725663,1.1866502769694487,0.005377052817493677,0.008795695379376411,0.007834694348275661,0.8008721470832825
2,1.5582431331033808,0,2.7074999999999997e-05,0.6817788993362832,0.288,0.5447403899336283,0.6817788993362832,0.6817788993362832,0.3723641454646018,0.142578125,,0.6817788993362832,1.1034692130574544,0.00437903730198741,0.006984493229538202,0.005732260178774595,0.707393229007721
3,1.4762621028060139,0,2.5721249999999997e-05,0.648091814159292,0.2688,0.5330216399336283,0.648091814159292,0.648091814159292,0.3934509817477876,0.11328125,,0.648091814159292,1.394587071524955,0.006056644022464752,0.008515354245901108,0.007935578934848309,0.737751305103302
4,1.435528864649536,0,2.4435187499999995e-05,0.6303062776548672,0.2512,0.5222794524336283,0.6303062776548672,0.6303062776548672,0.3983337942477876,0.083984375,,0.6303062776548672,1.5320779541080216,0.010558973997831345,0.00935337319970131,0.011048875749111176,0.8314616680145264
5,1.268706492107319,0,2.3213428124999993e-05,0.6524647400442478,0.3184,0.5632950774336283,0.6524647400442478,0.6524647400442478,0.4326344717920354,0.17578125,,0.6524647400442478,0.99904066641856,0.006027382332831621,0.003690988291054964,0.0012953575933352113,0.6193009614944458
6,1.30273149675442,0,2.2052756718749993e-05,0.6962804203539824,0.3072,0.5564591399336283,0.6962804203539824,0.6962804203539824,0.3723641454646018,0.126953125,,0.6962804203539824,1.3424899260848588,0.007047097198665142,0.010417668148875237,0.015596752054989338,0.8209730982780457
7,1.1775124175671554,0,2.0950118882812494e-05,0.6842505530973451,0.3168,0.5623185149336283,0.6842505530973451,0.6842505530973451,0.3787420492256637,0.173828125,,0.6842505530973451,1.158776210212755,0.006368821486830711,0.007347934879362583,0.007007441017776728,0.7220745086669922
8,1.074940668798825,0,1.9902612938671867e-05,0.7046287334070795,0.2944,0.5486466399336283,0.7046287334070795,0.7046287334070795,0.3787420492256637,0.14453125,,0.7046287334070795,1.3986021292476476,0.004555757623165846,0.006103421561419964,0.008504567667841911,0.7753811478614807
9,1.169327181604422,0,1.890748229173827e-05,0.7139103982300885,0.3408,0.5769669524336283,0.7139103982300885,0.7139103982300885,0.3787420492256637,0.189453125,,0.7139103982300885,1.4173487053698322,0.008903725072741508,0.009449991397559643,0.01009854394942522,0.7667999863624573
10,1.0644898122422652,0,1.7962108177151358e-05,0.7080510232300885,0.3904,0.6072403899336283,0.7080510232300885,0.7080510232300885,0.3777654867256637,0.267578125,,0.7080510232300885,1.2871367362854904,0.004674776457250118,0.004778310190886259,0.003849754575639963,0.6744057536125183
