epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
12,0.2531786868721247,5.4036008766263664e-05,0.6197,0.505,0.505,0.6197,0.6197,0.395,0.06,0.6197,,1.3173259560053374,0.011451451107859612,0.042287420481443405,0.0869140625,1.1519709825515747
13,0.25549268033355477,5.133420832795048e-05,0.6271,0.525,0.525,0.6271,0.6271,0.42000000000000004,0.11,0.6271,,0.9680858919815298,0.010910277254879475,0.03606385365128517,0.09233761578798294,1.2000102996826172
14,0.2713992177695036,4.876749791155295e-05,0.6355999999999999,0.56,0.5599999999999999,0.6355999999999999,0.6355999999999999,0.42500000000000004,0.17,0.6355999999999999,,1.4797809710768202,0.009165763854980469,0.035923682153224945,0.0910220742225647,1.1201056241989136
15,0.22498026210814714,4.6329123015975305e-05,0.6164,0.505,0.505,0.6164,0.6164,0.43000000000000005,0.06,0.6164,,1.105107857096131,0.010814272798597813,0.03608988597989082,0.08705933392047882,1.0777512788772583
16,0.18698865868151188,4.4012666865176535e-05,0.5958000000000001,0.495,0.495,0.5958000000000001,0.5958000000000001,0.43500000000000005,0.04,0.5958000000000001,,1.3547872836338182,0.01125418208539486,0.04072151705622673,0.09931882470846176,1.1304816007614136
17,0.2114500007033348,4.181203352191771e-05,0.6065,0.525,0.525,0.6065,0.6065,0.43999999999999995,0.1,0.6065,,1.1673549534750802,0.011622417718172073,0.03553320840001106,0.07273372262716293,1.0056850910186768
18,0.20922114208340645,3.972143184582182e-05,0.6479999999999999,0.53,0.53,0.6479999999999999,0.6479999999999999,0.43500000000000005,0.11,0.6479999999999999,,1.2473438214925974,0.012298391200602055,0.0498085655272007,0.10650987178087234,1.211992621421814
19,0.2120381585881114,3.7735360253530726e-05,0.6308,0.53,0.53,0.6308,0.6308,0.42000000000000004,0.13,0.6308,,1.3567855464253604,0.012325352057814598,0.04871523752808571,0.10174005478620529,1.15713632106781
20,0.14636125668883324,3.584859224085419e-05,0.6211,0.505,0.505,0.6211,0.6211,0.41500000000000004,0.06,0.6211,,1.4853073409980384,0.012246443890035152,0.037988193333148956,0.07889171689748764,1.056570291519165
21,0.12184745155274868,3.405616262881148e-05,0.6178999999999999,0.515,0.515,0.6178999999999999,0.6178999999999999,0.44999999999999996,0.08,0.6178999999999999,,1.2112621163366801,0.012331927195191383,0.038030244410037994,0.08511427789926529,1.0841103792190552
22,0.10371968396008015,3.2353354497370904e-05,0.6218,0.505,0.505,0.6218,0.6218,0.42000000000000004,0.06,0.6218,,1.250901852097468,0.012552868574857712,0.04535114765167236,0.0998111367225647,1.1866053342819214
23,0.1239822917059064,3.0735686772502355e-05,0.6066,0.515,0.515,0.6066,0.6066,0.44999999999999996,0.08,0.6066,,1.597891214885982,0.012470015324652195,0.04300028830766678,0.09438758343458176,1.147483468055725
24,0.1387532276287675,2.9198902433877236e-05,0.6032000000000001,0.51,0.51,0.6032000000000001,0.6032000000000001,0.43999999999999995,0.07,0.6032000000000001,,1.5915329298436522,0.012685038149356842,0.05653674900531769,0.09977885335683823,1.206672191619873
25,0.1341033462435007,2.7738957312183373e-05,0.6223,0.505,0.505,0.6223,0.6223,0.42500000000000004,0.06,0.6223,,1.4100632726188127,0.012644927017390728,0.05584590882062912,0.09989184886217117,1.1864434480667114
26,0.10174731954932213,2.6352009446574204e-05,0.6209,0.515,0.515,0.6209,0.6209,0.42000000000000004,0.08,0.6209,,1.2785070347610337,0.012705422937870026,0.058084629476070404,0.10554138571023941,1.2372409105300903
27,0.10967637032270432,2.5034408974245492e-05,0.632,0.51,0.51,0.632,0.632,0.4,0.07,0.632,,1.205524905960789,0.01274553406983614,0.05847109854221344,0.10993994772434235,1.2388617992401123
