epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean
49,0.08759767599403859,8.099471081759274e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,1.005768495571565
50,0.08758653402328491,7.69449752767131e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8565191329463565
51,0.08765499256551265,7.309772651287744e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7000421542086116
52,0.08755741417407989,6.944284018723356e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6735649393142018
53,0.08770336844027042,6.597069817787189e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7371000978051439
54,0.08759808577597142,6.267216326897829e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.9507661716751084
55,0.08762728720903397,5.953855510552937e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8830269494567959
56,0.08758012615144253,5.65616273502529e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6447868728387244
57,0.08764662109315395,5.373354598274025e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5914750904416844
58,0.08761498667299747,5.104686868360323e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5331639295599668
59,0.08778033852577209,4.849452524942307e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5946548534161008
60,0.0875896867364645,4.606979898695191e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6768006647930825
61,0.0876550417393446,4.376630903760431e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7196865847540661
62,0.08756615109741687,4.157799358572409e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.746743419885176
63,0.08758877702057362,3.9499093906437885e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6822772817114374
64,0.08760572299361229,3.752413921111599e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6876093784571607
65,0.08760176114737987,3.564793225056019e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6960810596937338
66,0.08766444586217403,3.3865535638032174e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7457371370778683
67,0.08760834150016308,3.2172258856130564e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,1.0101041051148874
68,0.08764220364391803,3.056364591332403e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6361001828351679
69,0.08759779445827007,2.903546361765783e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7499388392179446
70,0.0876253865659237,2.758369043677494e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6443495977554639
71,0.08760557509958744,2.620450591493619e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7798964010954667
72,0.08771301582455635,2.489428061918938e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.880244329028899
73,0.08759061545133591,2.364956658822991e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6854171538078233
74,0.08756434731185436,2.2467088258818413e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8803684958526369
75,0.08759521022439003,2.134373384587749e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6946196465537281
76,0.0875695914030075,2.0276547153583614e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8765267054847162
77,0.08756284490227699,1.9262719795904432e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7279004750549398
78,0.08755773156881333,1.829958380610921e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6861007715942736
79,0.08767683580517768,1.738460461580375e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6905830392084121
80,0.08757750652730464,1.6515374385013564e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6960842282555648
81,0.08762090876698495,1.5689605665762886e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7133836900847341
82,0.08760705851018429,1.490512538247474e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.9044438015445021
83,0.08764782920479774,1.4159869113351003e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8236737475663368
84,0.08752645328640937,1.3451875657683452e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7817010015489486
85,0.08759084790945053,1.277928187479928e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7496380056091042
86,0.08755666427314282,1.2140317781059316e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7751787591393726
87,0.08761823549866676,1.153330189200635e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6399523347387112
88,0.08761159665882587,1.0956636797406032e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7115289647592565
89,0.08754043914377689,1.0408804957535729e-05,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5926469530986942
90,0.0875719953328371,9.888364709658941e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8286237592361563
91,0.0875266071408987,9.393946474175994e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7246982307205424
92,0.08758370243012906,8.924249150467194e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7105374592177202
93,0.08755958527326584,8.478036692943835e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8133934530615683
94,0.08752061687409877,8.054134858296643e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7232156503747373
95,0.08756342940032483,7.65142811538181e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7938555897156576
96,0.08754415288567544,7.26885670961272e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7437506186703381
97,0.08754046410322189,6.905413874132084e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6682093613791842
98,0.08754268065094947,6.5601431804254795e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7743676255309445
99,0.08760202191770076,6.232136021404205e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6843094980304829
100,0.08758697584271431,5.920529220333994e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8580268752698701
101,0.0876292534172535,5.624502759317295e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7524134347891195
102,0.0876147210597992,5.34327762135143e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8021875115992417
103,0.08759255819022656,5.076113740283858e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6470215816476153
104,0.08765724003314972,4.8223080532696655e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7895567535840251
105,0.08757280930876732,4.581192650606182e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6012868603995217
106,0.08753770403563976,4.3521330180758725e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7753035966615288
107,0.08755834735929965,4.1345263671720786e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7230769950263236
108,0.0876486599445343,3.927800048813474e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.682623308241283
109,0.08756714686751366,3.7314100463728006e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5686556217620499
110,0.08759271167218685,3.5448395440541604e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6305194436880476
111,0.08758475743234158,3.3675975668514524e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.822481099771019
112,0.08758361451327801,3.1992176885088796e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5734589840032265
113,0.08754835017025471,3.0392568040834356e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7620724537523486
114,0.08759521283209323,2.8872939638792635e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7506147353126554
115,0.08756136558949948,2.7429292656853003e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.70115769056197
116,0.08775886483490467,2.605782802401035e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8608468546125666
117,0.08757899329066277,2.475493662280983e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.9896453100841703
118,0.08755765557289123,2.351718979166934e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.600598543390997
119,0.0875972468405962,2.234133030208587e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.569660619809982
120,0.08754286952316762,2.1224263786981576e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7096946373062104
121,0.08756886199116706,2.0163050597632494e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7752858121557532
122,0.08753316029906273,1.915489806775087e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6891411876738982
123,0.08754819743335247,1.8197153164363325e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6825495087827675
124,0.08761849366128445,1.7287295506145157e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8172042992118908
125,0.08754994571208954,1.6422930730837899e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6996070390221489
126,0.08757577612996101,1.5601784194296004e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6641802227290065
127,0.0876318372786045,1.4821694984581202e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6286329058075428
128,0.08757802769541741,1.4080610235352142e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7825237844906456
129,0.08756976835429668,1.3376579723584535e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.9147375989496238
130,0.08765972964465618,1.2707750737405307e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7809637395181115
131,0.08762470819056034,1.2072363200535042e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6004125330952862
132,0.08759236708283424,1.146874504050829e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.642562821177396
133,0.08753930851817131,1.0895307788482876e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6867016667198574
134,0.08757935948669911,1.0350542399058731e-06,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7212404936911957
135,0.08764104209840298,9.833015279105794e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7308236434872419
136,0.08757897019386292,9.341364515150503e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7890414468604751
137,0.08757857196033,8.874296289392978e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7755841582680357
138,0.08756918013095856,8.430581474923329e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.704349891486656
139,0.08754160217940807,8.009052401177162e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8592151870631055
140,0.08754869736731052,7.608599781118303e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6666664488137245
141,0.08763992451131344,7.228169792062388e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6509929118143014
142,0.08755635470151901,6.866761302459269e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.6153187876796401
143,0.0875993687659502,6.523423237336305e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7341720676333316
144,0.0876236829906702,6.197252075469489e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7830827999999747
145,0.08757242597639561,5.887389471696014e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.7216468799365381
146,0.08754866532981395,5.593019998111213e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.5764769369430729
147,0.08756905235350132,5.313368998205652e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8166899839978371
148,0.08754964806139469,5.047700548295369e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.753216532277376
149,0.08758045919239521,4.7953155208806e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.8360114020972579
150,0.08755978308618069,4.55554974483657e-07,0.74,0.65,0.65,0.74,0.74,0.45,0.4,0.74,,0.9480826808895857
