epoch,train_loss,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,2.309279993030609,9.5e-05,0.683075221238938,0.6384180790960452,0.5203263274336283,0.683075221238938,0.683075221238938,0.39781526548672563,0.09375,,0.683075221238938,0.3814748736175322,0.0,0.008932862430810928,0.020820554345846176,0.8287509679794312
2,1.529295199925952,9.025e-05,0.6147676991150443,0.6384180790960452,0.5203263274336283,0.6147676991150443,0.6147676991150443,0.39000276548672563,0.078125,,0.6147676991150443,0.2174785887652646,0.0,0.05396512150764465,0.4561353623867035,2.0229499340057373
3,1.4231373476712292,8.573749999999999e-05,0.5828263274336283,0.6384180790960452,0.5203263274336283,0.5828263274336283,0.5828263274336283,0.45665099557522126,0.09375,,0.5828263274336283,0.33327500905297536,0.0,0.039578627794981,0.24329721927642822,1.6114633083343506
4,1.2754115565796953,8.145062499999998e-05,0.7089325221238938,0.6892655367231638,0.5906388274336283,0.7089325221238938,0.7089325221238938,0.3155420353982301,0.234375,,0.7089325221238938,0.23034620211272855,0.0,0.04108796268701553,0.47556573152542114,1.527015209197998
5,1.0598987719229442,7.737809374999998e-05,0.6922013274336283,0.6779661016949152,0.5750138274336283,0.6922013274336283,0.6922013274336283,0.3611034292035398,0.171875,,0.6922013274336283,0.21355222471700355,0.0,0.0905025526881218,0.6396383047103882,1.8435919284820557
6,1.02810295321181,7.350918906249998e-05,0.7078263274336283,0.6892655367231638,0.5906388274336283,0.7078263274336283,0.7078263274336283,0.3611034292035398,0.21875,,0.7078263274336283,0.15434466965840551,0.0,0.16840127110481262,0.7930372953414917,2.5719687938690186
7,0.9859318619876565,6.983372960937497e-05,0.6920630530973452,0.6949152542372882,0.5984513274336283,0.6920630530973452,0.6920630530973452,0.3733407079646018,0.25,,0.6920630530973452,0.14196409296455337,0.0,0.24475562572479248,0.8359334468841553,3.7173476219177246
8,1.0566950096075725,6.634204312890622e-05,0.7162610619469026,0.711864406779661,0.6218888274336283,0.7162610619469026,0.7162610619469026,0.3611034292035398,0.296875,,0.7162610619469026,0.18121637513819255,0.0,0.30509650707244873,0.8030732870101929,3.5930631160736084
9,1.1303942021511215,6.30249409724609e-05,0.6922013274336283,0.655367231638418,0.5437638274336283,0.6922013274336283,0.6922013274336283,0.3733407079646018,0.140625,,0.6922013274336283,0.2711810004245791,0.0,0.3498929738998413,0.783217191696167,3.6977925300598145
10,1.1292986716424855,5.987369392383786e-05,0.7589878318584071,0.7288135593220338,0.6453263274336283,0.7589878318584071,0.7589878318584071,0.2811808628318584,0.34375,,0.7589878318584071,0.14102866899876818,0.0,0.39984118938446045,0.7950448989868164,3.472550392150879
11,1.0568275828747045,5.688000922764596e-05,0.7357577433628318,0.6836158192090396,0.5828263274336283,0.7357577433628318,0.7357577433628318,0.3611034292035398,0.203125,,0.7357577433628318,0.15818080564926978,0.0,0.4256265461444855,0.8182907104492188,3.4099957942962646
12,0.9754093513743524,5.4036008766263664e-05,0.7360342920353982,0.6949152542372882,0.5984513274336283,0.7360342920353982,0.7360342920353982,0.3444413716814159,0.234375,,0.7360342920353982,0.17221304825959857,0.0,0.405023992061615,0.841516375541687,3.585339307785034
13,1.0292658233380045,5.133420832795048e-05,0.7241426991150444,0.7005649717514124,0.6062638274336283,0.7241426991150444,0.7241426991150444,0.3611034292035398,0.265625,,0.7241426991150444,0.19236824647691766,0.0014029096346348524,0.4733365774154663,0.8295373320579529,4.5404887199401855
14,1.0356472355494395,4.876749791155295e-05,0.7439159292035398,0.6949152542372882,0.5984513274336283,0.7439159292035398,0.7439159292035398,0.3488661504424779,0.234375,,0.7439159292035398,0.21668327727014058,0.002228479366749525,0.5013942122459412,0.8315025568008423,4.729292869567871
15,0.9894305891547273,4.6329123015975305e-05,0.7260785398230089,0.7457627118644068,0.6687638274336283,0.7260785398230089,0.7260785398230089,0.3777654867256637,0.390625,,0.7260785398230089,0.21190941879904335,0.0007801979081705213,0.5105283260345459,0.8313411474227905,4.59994649887085
16,0.9351323988914587,4.4012666865176535e-05,0.7051991150442477,0.711864406779661,0.6218888274336283,0.7051991150442477,0.7051991150442477,0.3733407079646018,0.265625,,0.7051991150442477,0.29131554435660173,6.296161154750735e-05,0.4900178611278534,0.7844500541687012,4.302475929260254
17,0.9935902395995173,4.181203352191771e-05,0.706028761061947,0.6666666666666666,0.5593888274336283,0.706028761061947,0.706028761061947,0.3566786504424779,0.171875,,0.706028761061947,0.2834421547880183,0.0,0.45256081223487854,0.8225944638252258,3.8846940994262695
18,1.007184772267573,3.972143184582182e-05,0.6859789823008849,0.6779661016949152,0.5750138274336283,0.6859789823008849,0.6859789823008849,0.3611034292035398,0.203125,,0.6859789823008849,0.2847834862540601,0.0,0.4609069526195526,0.8138013482093811,3.3470466136932373
