epoch,train_loss,skipped_training_clips,learning_rate,selection_value,validation_accuracy,validation_balanced_accuracy,validation_auroc,validation_macro_dataset_auroc,validation_eer,validation_tpr_at_target_fpr,dfd_auroc,celebdfv3_auroc,embedding_variance_mean,stage1_saturated,stage2_saturated,stage3_saturated,stage3_output_std
1,1.7894480968195015,0,2.8499999999999998e-05,0.6770948561946903,0.28,0.5398575774336283,0.6770948561946903,0.6770948561946903,0.3826482992256637,0.12109375,,0.6770948561946903,0.8402510794666942,0.0,9.211200813297182e-05,8.676071593072265e-05,0.5138821005821228
2,1.6830602200978342,0,2.7074999999999997e-05,0.6376866703539823,0.3088,0.5574357024336283,0.6376866703539823,0.6376866703539823,0.40275857300884954,0.15625,,0.6376866703539823,1.1191138588377838,6.411234608094674e-06,1.5018262047306052e-06,0.0,0.543370246887207
3,1.6008572723977814,0,2.5721249999999997e-05,0.58203125,0.2656,0.5310685149336283,0.58203125,0.58203125,0.44389518805309736,0.103515625,,0.58203125,1.3549415868912775,4.931719104206422e-07,0.0,2.0176910311420215e-06,0.5395812392234802
4,1.4250030493755714,0,2.4435187499999995e-05,0.6589982024336284,0.2944,0.5486466399336283,0.6589982024336284,0.6589982024336284,0.38804964048672563,0.146484375,,0.6589982024336284,0.9979264340972857,6.411234608094674e-06,2.953591501864139e-05,6.053072866052389e-06,0.5355398058891296
5,1.351851663681364,0,2.3213428124999993e-05,0.6277654867256637,0.3248,0.5672013274336283,0.6277654867256637,0.6277654867256637,0.42430344303097345,0.181640625,,0.6277654867256637,1.5329343731245384,5.424890787253389e-06,1.5018262047306052e-06,6.053072866052389e-06,0.6249068379402161
6,1.3170347948654344,0,2.2052756718749993e-05,0.6403138827433628,0.3072,0.5564591399336283,0.6403138827433628,0.6403138827433628,0.3973572317477876,0.162109375,,0.6403138827433628,1.0326837547257515,0.0,3.7045047065475956e-05,4.035382062284043e-06,0.5185953378677368
7,1.3555607328261288,0,2.0950118882812494e-05,0.6841122787610618,0.2864,0.5437638274336283,0.6841122787610618,0.6841122787610618,0.3650096792035398,0.12890625,,0.6841122787610618,1.4778798511234352,6.082453182898462e-06,1.5018262047306052e-06,4.035382062284043e-06,0.5152684450149536
8,1.18976521567361,0,1.9902612938671867e-05,0.6814504977876106,0.344,0.5789200774336283,0.6814504977876106,0.6814504977876106,0.3557020879424779,0.177734375,,0.6814504977876106,1.560029316617127,3.616593858168926e-06,5.506696197699057e-06,2.0176910311420215e-06,0.5071724653244019
9,1.2684251817268415,0,1.890748229173827e-05,0.6332446073008849,0.2576,0.5261857024336283,0.6332446073008849,0.6332446073008849,0.38902620298672563,0.087890625,,0.6332446073008849,1.5984806254944695,4.076887489645742e-05,1.0012174243456684e-05,2.219460111518856e-05,0.5285526514053345
10,1.1325084212772414,0,1.7962108177151358e-05,0.6577364491150443,0.2304,0.5095841399336283,0.6577364491150443,0.6577364491150443,0.38804964048672563,0.068359375,,0.6577364491150443,1.863043541562619,2.7946407499257475e-06,1.0012174698204035e-06,1.0088455383083783e-05,0.5448989868164062
11,1.0972140263857209,0,1.7064002768293788e-05,0.6630081581858407,0.2208,0.5037247649336283,0.6630081581858407,0.6630081581858407,0.38804964048672563,0.037109375,,0.6630081581858407,1.480912000924089,6.90440629114164e-06,1.1013392395398114e-05,0.0,0.5281447172164917
12,1.085520504805188,0,1.6210802629879097e-05,0.6990113384955753,0.3072,0.5564591399336283,0.6990113384955753,0.6990113384955753,0.3723641454646018,0.134765625,,0.6990113384955753,1.9992437828570628,1.4959547115722671e-05,2.503043560864171e-06,1.4123836990620475e-05,0.5879743099212646
13,1.1074316068316945,0,1.540026249838514e-05,0.659810564159292,0.208,0.49591226493362833,0.659810564159292,0.659810564159292,0.3816717367256637,0.037109375,,0.659810564159292,1.3835815257863495,0.00013989642320666462,0.000126153405290097,0.000123079153127037,0.5535552501678467
14,1.1077775318983816,0,1.4630249373465883e-05,0.7015348451327433,0.3392,0.5759903899336283,0.7015348451327433,0.7015348451327433,0.3527724004424779,0.181640625,,0.7015348451327433,1.1872188242078772,3.45220314557082e-06,5.006087121728342e-06,3.6318437196314335e-05,0.5100317597389221
15,1.0558164921478288,0,1.3898736904792588e-05,0.7423776272123894,0.4032,0.6150528899336283,0.7423776272123894,0.7423776272123894,0.32680275165929207,0.267578125,,0.7423776272123894,1.348652861961385,0.00010044267401099205,1.051278377417475e-05,8.676071593072265e-05,0.5451643466949463
16,0.9532454403551816,0,1.3203800059552958e-05,0.70703125,0.2912,0.5466935149336283,0.70703125,0.70703125,0.3684578954646018,0.12890625,,0.70703125,2.1188614711602463,9.534656783216633e-06,1.1514001016621478e-05,0.0007324218167923391,0.6534473896026611
17,0.9513198527132221,0,1.254361005657531e-05,0.7119745575221239,0.3296,0.5701310149336283,0.7119745575221239,0.7119745575221239,0.3463944966814159,0.18359375,,0.7119745575221239,1.715050300761908,6.542746996274218e-05,3.0036524549359456e-05,8.272533159470186e-05,0.547913670539856
18,0.9958993718453468,0,1.1916429553746543e-05,0.703470685840708,0.312,0.5593888274336283,0.703470685840708,0.703470685840708,0.3689159292035398,0.10546875,,0.703470685840708,2.047447582008765,0.00018921360606327653,3.053713226108812e-05,0.00031879518064670265,0.5439842939376831
19,1.0036153189145138,0,1.1320608076059215e-05,0.7302613384955752,0.4352,0.6345841399336283,0.7302613384955752,0.7302613384955752,0.3434648091814159,0.310546875,,0.7302613384955752,2.165149775630252,0.00016126720583997667,3.9548089262098074e-05,0.00016746835899539292,0.5739124417304993
20,0.9225509749637343,0,1.0754577672256254e-05,0.7137029867256637,0.3856,0.6043107024336283,0.7137029867256637,0.7137029867256637,0.3145654728982301,0.259765625,,0.7137029867256637,1.2626391317785173,2.9097140213707462e-05,4.004869879281614e-06,0.0,0.4836006760597229
