detector,mode,dataset,class_name,shape,method,path,frames,detected,clips,clips_complete,clips_empty,box_width_px,clip_jitter,seconds_per_frame
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/GHOST,FAKE/FaceSwap/GHOST/id28_id6_0001.mp4,32,32,4,4,0,124.25,0.004574883514339974,0.052604034543037415
retinaface,train,CelebDFv3,fake,wide,FaceSwap/GHOST,FAKE/FaceSwap/GHOST/id28_id6_0001.mp4,32,32,4,4,0,135.0,0.0018979755401297626,0.032832734286785126
haar,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id30_id2_0007.mp4,32,32,4,4,0,170.0,0.007807998101356399,0.015212833881378174
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id30_id2_0007.mp4,32,32,4,4,0,138.25,0.0072528092215098355,0.010714560747146606
retinaface,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id30_id2_0007.mp4,32,32,4,4,0,133.5,0.007455314855519039,0.03410831093788147
haar,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id17_id21_0006.mp4,32,32,4,4,0,168.0,0.023798387023488774,0.02487275004386902
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id17_id21_0006.mp4,32,32,4,4,0,144.25,0.018751005075586438,0.012265786528587341
retinaface,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id17_id21_0006.mp4,32,32,4,4,0,142.25,0.017071377262062683,0.03657088428735733
haar,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id52_id50_0009.mp4,32,32,4,4,0,164.5,0.012039056884583555,0.025875143706798553
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id52_id50_0009.mp4,32,32,4,4,0,115.75,0.010070963424943928,0.015740856528282166
retinaface,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id52_id50_0009.mp4,32,32,4,4,0,117.25,0.00801367526597746,0.03308060020208359
haar,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id2_id0_0008.mp4,32,32,4,4,0,296.25,0.008162150119033006,0.023902036249637604
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id2_id0_0008.mp4,32,32,4,4,0,229.25,0.006928707558933506,0.06357348710298538
retinaface,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id2_id0_0008.mp4,32,32,4,4,0,226.25,0.006589412123167083,0.03655819594860077
haar,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id53_id57_0003.mp4,32,32,4,4,0,222.75,0.005155989249517502,0.02425733208656311
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id53_id57_0003.mp4,32,32,4,4,0,172.25,0.008108954846892481,0.020198948681354523
retinaface,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id53_id57_0003.mp4,32,32,4,4,0,170.75,0.008074001923476522,0.03348066657781601
haar,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id6_id0_0001.mp4,32,32,4,4,0,151.75,0.0048968003999548,0.04605777561664581
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id6_id0_0001.mp4,32,32,4,4,0,116.0,0.018053099767584558,0.07709838449954987
retinaface,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id6_id0_0001.mp4,32,32,4,4,0,119.75,0.005456790909982059,0.038901083171367645
haar,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id24_0009.mp4,32,16,4,2,2,146.75,0.0019873739894571488,0.026881836354732513
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id24_0009.mp4,32,32,4,4,0,134.25,0.0028035195099422754,0.013761870563030243
retinaface,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id24_0009.mp4,32,32,4,4,0,135.75,0.0010820257506901948,0.03520199656486511
haar,train,CelebDFv3,fake,wide,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id28_0002.mp4,32,32,4,4,0,167.0,0.003907746167608781,0.02393658459186554
mtcnn,train,CelebDFv3,fake,wide,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id28_0002.mp4,32,32,4,4,0,133.75,0.0034037702968637245,0.0189451202750206
retinaface,train,CelebDFv3,fake,wide,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id28_0002.mp4,32,32,4,4,0,133.25,0.0031926599137712666,0.036107681691646576
haar,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id6_id28_0002.mp4,32,32,4,4,0,142.5,0.0011919955774633492,0.024055734276771545
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id6_id28_0002.mp4,32,32,4,4,0,126.5,0.004327405483214851,0.015494614839553833
retinaface,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id6_id28_0002.mp4,32,32,4,4,0,119.5,0.001430617955229583,0.03437098115682602
haar,train,CelebDFv3,fake,wide,FaceSwap/UniFace,FAKE/FaceSwap/UniFace/id2_id35_0008.mp4,32,32,4,4,0,277.25,0.02526831348711727,0.023255623877048492
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/UniFace,FAKE/FaceSwap/UniFace/id2_id35_0008.mp4,32,32,4,4,0,215.25,0.009865904983088484,0.060903653502464294
retinaface,train,CelebDFv3,fake,wide,FaceSwap/UniFace,FAKE/FaceSwap/UniFace/id2_id35_0008.mp4,32,32,4,4,0,220.0,0.007857479430393327,0.033162638545036316
haar,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id61_id60_0000.mp4,32,32,4,4,0,145.0,0.00849750831674391,0.01876230537891388
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id61_id60_0000.mp4,32,32,4,4,0,116.0,0.006560349159677669,0.013218924403190613
retinaface,train,CelebDFv3,fake,wide,FaceSwap/BlendFace,FAKE/FaceSwap/BlendFace/id61_id60_0000.mp4,32,32,4,4,0,115.0,0.003913176358705288,0.03212294727563858
haar,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id35_0000.mp4,32,32,4,4,0,166.25,0.007750163112962824,0.016086503863334656
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id35_0000.mp4,32,32,4,4,0,128.75,0.005526761652176494,0.011989489197731018
retinaface,train,CelebDFv3,fake,wide,FaceSwap/Celeb-DF-v2,FAKE/FaceSwap/Celeb-DF-v2/id28_id35_0000.mp4,32,32,4,4,0,133.25,0.00488719814685171,0.0303993821144104
haar,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id9_id6_0002.mp4,32,32,4,4,0,183.25,0.00606838417009243,0.019555382430553436
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id9_id6_0002.mp4,32,32,4,4,0,148.5,0.005316315213992706,0.01224413514137268
retinaface,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id9_id6_0002.mp4,32,32,4,4,0,150.5,0.003847647797028537,0.035180337727069855
haar,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id39_id46_0006.mp4,32,32,4,4,0,149.0,0.004694571783281315,0.023760974407196045
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id39_id46_0006.mp4,32,32,4,4,0,124.0,0.004763208978541663,0.03354983776807785
retinaface,train,CelebDFv3,fake,wide,FaceSwap/InSwapper,FAKE/FaceSwap/InSwapper/id39_id46_0006.mp4,32,32,4,4,0,126.75,0.00383303442246449,0.03145156055688858
haar,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id53_id57_0006.mp4,32,32,4,4,0,117.75,0.005486810119484101,0.03577592968940735
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id53_id57_0006.mp4,32,32,4,4,0,101.0,0.005386181811287309,0.023149631917476654
retinaface,train,CelebDFv3,fake,wide,FaceSwap/HifiFace,FAKE/FaceSwap/HifiFace/id53_id57_0006.mp4,32,32,4,4,0,101.0,0.004977302290922182,0.0308271124958992
haar,train,CelebDFv3,fake,wide,FaceSwap/GHOST,FAKE/FaceSwap/GHOST/id29_id33_0007.mp4,32,32,4,4,0,161.25,0.014162087162343837,0.014767073094844818
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/GHOST,FAKE/FaceSwap/GHOST/id29_id33_0007.mp4,32,32,4,4,0,127.25,0.013216928462472455,0.012502454221248627
retinaface,train,CelebDFv3,fake,wide,FaceSwap/GHOST,FAKE/FaceSwap/GHOST/id29_id33_0007.mp4,32,32,4,4,0,130.0,0.010137119886431407,0.030476830899715424
haar,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id0_id21_0001.mp4,32,32,4,4,0,140.75,0.004123629124319107,0.019215404987335205
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id0_id21_0001.mp4,32,32,4,4,0,117.0,0.004743642406634552,0.009877398610115051
retinaface,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id0_id21_0001.mp4,32,32,4,4,0,114.0,0.004940072017497512,0.03517214208841324
haar,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id35_id9_0001.mp4,32,32,4,4,0,194.75,0.0752568768886126,0.035838283598423004
mtcnn,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id35_id9_0001.mp4,32,32,4,4,0,108.0,0.006074490942665831,0.029632695019245148
retinaface,train,CelebDFv3,fake,wide,FaceSwap/SimSwap,FAKE/FaceSwap/SimSwap/id35_id9_0001.mp4,32,32,4,4,0,111.5,0.003909235868427288,0.030597500503063202
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0003.mp4,32,32,4,4,0,141.0,0.0067180024547283095,0.015111096203327179
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0003.mp4,32,32,4,4,0,116.5,0.006520280553455094,0.01229763776063919
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0003.mp4,32,32,4,4,0,119.0,0.006185087056640587,0.024815641343593597
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0004.mp4,32,32,4,4,0,178.0,0.003304290514651866,0.013326190412044525
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0004.mp4,32,32,4,4,0,149.0,0.005480037883869981,0.009297989308834076
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0004.mp4,32,32,4,4,0,149.25,0.0022370387605772364,0.025213100016117096
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0006.mp4,32,32,4,4,0,189.0,0.00543787291193646,0.012132830917835236
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0006.mp4,32,32,4,4,0,146.75,0.008000928747867453,0.008839726448059082
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0006.mp4,32,32,4,4,0,150.0,0.0029536913799328435,0.0265769362449646
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0006.mp4,32,32,4,4,0,196.5,0.014876676031378024,0.012740135192871094
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0006.mp4,32,32,4,4,0,162.75,0.01370228412797174,0.008859485387802124
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0006.mp4,32,32,4,4,0,161.0,0.012817103743777153,0.028510473668575287
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0000.mp4,32,32,4,4,0,226.75,0.007024392256158259,0.01933024823665619
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0000.mp4,32,32,4,4,0,178.5,0.009186816005182886,0.015425272285938263
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0000.mp4,32,32,4,4,0,181.0,0.006857721108529968,0.029513277113437653
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0003.mp4,32,32,4,4,0,171.25,0.008371652121317411,0.012470945715904236
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0003.mp4,32,32,4,4,0,135.75,0.010003893380743058,0.013847008347511292
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id3_0003.mp4,32,32,4,4,0,143.5,0.00752855934068335,0.030355729162693024
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0003.mp4,32,32,4,4,0,131.5,0.005335491813757479,0.016849055886268616
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0003.mp4,32,32,4,4,0,117.0,0.005953479323033641,0.016339637339115143
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0003.mp4,32,32,4,4,0,120.75,0.005069532155241323,0.028361916542053223
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0006.mp4,32,23,4,2,0,118.75,0.0052356738711498456,0.021606065332889557
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0006.mp4,32,27,4,3,0,132.25,0.2839875426537497,0.020310290157794952
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0006.mp4,32,27,4,3,0,96.5,0.0066633298997235725,0.028980888426303864
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0002.mp4,32,32,4,4,0,167.5,0.0033776457482882203,0.013939492404460907
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0002.mp4,32,32,4,4,0,133.75,0.007507973902409223,0.01017344743013382
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0002.mp4,32,32,4,4,0,133.5,0.001989484604263495,0.026177018880844116
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0007.mp4,32,32,4,4,0,94.25,0.00865901024217661,0.013342410326004028
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0007.mp4,32,32,4,4,0,77.5,0.0061971273340085935,0.009380169212818146
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id27_0007.mp4,32,32,4,4,0,81.25,0.006247653562159032,0.020634368062019348
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0008.mp4,32,21,4,2,0,184.75,0.0026234433516821804,0.013790681958198547
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0008.mp4,32,32,4,4,0,177.75,0.0038963995799773665,0.013189040124416351
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0008.mp4,32,32,4,4,0,175.5,0.003288895375496758,0.028217501938343048
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id39_0005.mp4,32,32,4,4,0,174.0,0.00873361716250749,0.022251181304454803
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id39_0005.mp4,32,32,4,4,0,135.75,0.009288806917312193,0.016668617725372314
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id39_0005.mp4,32,32,4,4,0,134.0,0.00794252684395498,0.031794458627700806
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id24_0002.mp4,32,32,4,4,0,133.25,0.005590115923761706,0.01174965500831604
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id24_0002.mp4,32,32,4,4,0,96.75,0.003562933814493312,0.009152576327323914
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id24_0002.mp4,32,32,4,4,0,101.75,0.002276352184436879,0.02395792305469513
haar,train,CelebDFv3,real,square,real/Real_YouTube,REAL/Real_YouTube/00263.mp4,32,32,4,4,0,199.0,0.0020944170963765277,0.018307901918888092
mtcnn,train,CelebDFv3,real,square,real/Real_YouTube,REAL/Real_YouTube/00263.mp4,32,32,4,4,0,139.5,0.0033039752986790995,0.015282593667507172
retinaface,train,CelebDFv3,real,square,real/Real_YouTube,REAL/Real_YouTube/00263.mp4,32,32,4,4,0,139.5,0.0016426034183239734,0.031381770968437195
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id2_0009.mp4,32,32,4,4,0,191.0,0.005699807777987847,0.01307009905576706
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id2_0009.mp4,32,32,4,4,0,162.25,0.005286954417022893,0.009355686604976654
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id2_0009.mp4,32,32,4,4,0,160.75,0.003012117561944946,0.029193952679634094
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0000.mp4,32,32,4,4,0,192.5,0.08940235103067268,0.01829686015844345
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0000.mp4,32,32,4,4,0,156.25,0.009231064545118312,0.013828136026859283
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id10_0000.mp4,32,32,4,4,0,151.25,0.007724616248305153,0.02916887402534485
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id20_0008.mp4,32,32,4,4,0,163.75,0.0036771560119070457,0.022658802568912506
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id20_0008.mp4,32,32,4,4,0,141.5,0.0031818545659336064,0.013573229312896729
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id20_0008.mp4,32,32,4,4,0,140.25,0.0037759989432162647,0.033018745481967926
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0000.mp4,32,32,4,4,0,166.5,0.022589229726330755,0.013159886002540588
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0000.mp4,32,32,4,4,0,146.0,0.014061417993751648,0.009833134710788727
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0000.mp4,32,32,4,4,0,149.0,0.012625535367603496,0.03069644421339035
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0007.mp4,32,32,4,4,0,168.75,0.00099139392754612,0.02845245599746704
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0007.mp4,32,32,4,4,0,138.0,0.0029049677216680878,0.01920708268880844
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0007.mp4,32,32,4,4,0,143.5,0.0011305670738605924,0.024377994239330292
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id40_0000.mp4,32,32,4,4,0,98.25,0.0039009489576849136,0.019128747284412384
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id40_0000.mp4,32,32,4,4,0,75.75,0.0041882601771305455,0.017717011272907257
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id40_0000.mp4,32,32,4,4,0,78.0,0.0028534985924202425,0.0217113196849823
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0005.mp4,32,32,4,4,0,126.25,0.0024588550689053105,0.020826339721679688
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0005.mp4,32,32,4,4,0,101.25,0.003078795235919082,0.009558416903018951
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0005.mp4,32,32,4,4,0,103.25,0.001981901043023695,0.027883261442184448
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0007.mp4,32,32,4,4,0,152.0,0.009237997284500917,0.016364239156246185
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0007.mp4,32,32,4,4,0,123.25,0.010898750823408042,0.009590357542037964
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0007.mp4,32,32,4,4,0,128.5,0.010947214883013551,0.026956431567668915
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id19_0003.mp4,32,32,4,4,0,297.0,0.003925609575930777,0.01999884843826294
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id19_0003.mp4,32,32,4,4,0,247.75,0.006119446774367794,0.011179141700267792
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id19_0003.mp4,32,32,4,4,0,254.5,0.0037301420290808754,0.02920449525117874
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0006.mp4,32,32,4,4,0,119.75,0.003044603715727333,0.0302470400929451
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0006.mp4,32,32,4,4,0,94.5,0.0020416780941846123,0.052045829594135284
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id47_0006.mp4,32,32,4,4,0,102.5,0.0019835189583205545,0.02731098234653473
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0001.mp4,32,32,4,4,0,103.25,0.00950251468653985,0.016290031373500824
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0001.mp4,32,32,4,4,0,86.0,0.006609956862783236,0.013081341981887817
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id17_0001.mp4,32,32,4,4,0,91.75,0.006508921137839624,0.02504725754261017
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0003.mp4,32,24,4,2,0,207.25,0.008723013091367313,0.01496102660894394
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0003.mp4,32,32,4,4,0,178.0,0.010380207661130469,0.010092653334140778
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0003.mp4,32,32,4,4,0,176.5,0.006837751611240313,0.029189705848693848
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0009.mp4,32,32,4,4,0,201.5,0.006826316275470491,0.023878030478954315
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0009.mp4,32,32,4,4,0,162.0,0.006384902071634305,0.023272491991519928
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id1_0009.mp4,32,32,4,4,0,162.75,0.00438749814654642,0.024044610559940338
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id42_0001.mp4,32,32,4,4,0,98.5,0.00660858951884601,0.016277417540550232
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id42_0001.mp4,32,32,4,4,0,82.0,0.005444929520340295,0.010785005986690521
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id42_0001.mp4,32,32,4,4,0,84.0,0.003805591365716964,0.02087688446044922
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0009.mp4,32,32,4,4,0,217.5,0.007348492911863911,0.020464904606342316
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0009.mp4,32,32,4,4,0,157.25,0.003558599516667156,0.012372441589832306
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id21_0009.mp4,32,32,4,4,0,155.25,0.0033522685358243196,0.02836707979440689
haar,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id29_0009.mp4,32,32,4,4,0,128.25,0.012001085795588392,0.018101081252098083
mtcnn,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id29_0009.mp4,32,32,4,4,0,99.75,0.0075834383560671875,0.010468415915966034
retinaface,train,CelebDFv3,real,square,real/Real_WEB,REAL/Real_WEB/id29_0009.mp4,32,32,4,4,0,104.5,0.005844449588812058,0.022890836000442505
haar,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00279.mp4,32,32,4,4,0,96.5,0.01266960998949164,0.024976380169391632
mtcnn,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00279.mp4,32,32,4,4,0,81.25,0.004489542431717852,0.008331574499607086
retinaface,train,CelebDFv3,real,wide,real/Real_YouTube,REAL/Real_YouTube/00279.mp4,32,32,4,4,0,85.25,0.0051149529645232086,0.030973054468631744
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id10_0001.mp4,32,32,4,4,0,223.5,0.026443009395479698,0.02126891165971756
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id10_0001.mp4,32,32,4,4,0,179.25,0.026005835142519657,0.013957470655441284
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id10_0001.mp4,32,32,4,4,0,164.75,0.024867833463733342,0.03488079458475113
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0001.mp4,32,25,4,0,0,67.75,0.0984478036901795,0.0197872593998909
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0001.mp4,32,32,4,4,0,138.0,0.013425293550664132,0.012269310653209686
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id61_0001.mp4,32,32,4,4,0,145.75,0.008937815181836888,0.031510964035987854
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0006.mp4,32,32,4,4,0,155.5,0.00533012848032601,0.02667265385389328
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0006.mp4,32,32,4,4,0,123.5,0.00315443839086472,0.020125798881053925
retinaface,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id16_0006.mp4,32,32,4,4,0,126.75,0.003993994414696468,0.0369081124663353
haar,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id34_0006.mp4,32,32,4,4,0,160.75,0.012865440472683724,0.023726381361484528
mtcnn,train,CelebDFv3,real,wide,real/Real_WEB,REAL/Real_WEB/id34_0006.mp4,32,32,4,4,0,125.25,0.009951093349971532,0.01308123767375946
