detector,mode,dataset,class_name,shape,method,path,frames,detected,clips,clips_complete,clips_empty,box_width_px,clip_jitter,seconds_per_frame
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_26__walk_down_hall_angry__L5BVR5L9.mp4,32,32,4,4,0,124.25,0.0011490675286624048,0.12033603340387344
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__H0VQHGS3.mp4,32,32,4,4,0,268.75,0.0719596211222161,0.12545767426490784
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__H0VQHGS3.mp4,32,32,4,4,0,211.5,0.012311115521109178,0.05041918903589249
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__H0VQHGS3.mp4,32,32,4,4,0,204.25,0.012723025921445762,0.12119574844837189
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_15__podium_speech_happy__N864L40U.mp4,32,32,4,4,0,197.0,0.0034823120097089095,0.05918112397193909
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_15__podium_speech_happy__N864L40U.mp4,32,32,4,4,0,147.75,0.004136762739472272,0.027805857360363007
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/02_15__podium_speech_happy__N864L40U.mp4,32,32,4,4,0,149.0,0.003992537969772199,0.12252265959978104
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_07__outside_talking_pan_laughing__P9QFO50U.mp4,32,29,4,3,0,231.25,0.01693761321281187,0.08492927998304367
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_07__outside_talking_pan_laughing__P9QFO50U.mp4,32,32,4,4,0,187.25,0.01222374994771071,0.030985139310359955
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/14_07__outside_talking_pan_laughing__P9QFO50U.mp4,32,32,4,4,0,181.0,0.01098263183102707,0.1214565709233284
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_13__meeting_serious__GBYWJW06.mp4,32,32,4,4,0,135.5,0.0023328806148100742,0.0810994803905487
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_13__meeting_serious__GBYWJW06.mp4,32,32,4,4,0,96.0,0.0015834735170156054,0.04451323300600052
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_13__meeting_serious__GBYWJW06.mp4,32,32,4,4,0,124.5,0.0007389920066886815,0.123180091381073
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__kitchen_pan__O9WOC1KJ.mp4,32,32,4,4,0,269.5,0.007159453763243947,0.09572401642799377
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__kitchen_pan__O9WOC1KJ.mp4,32,32,4,4,0,211.75,0.012337127301947706,0.042173586785793304
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__kitchen_pan__O9WOC1KJ.mp4,32,32,4,4,0,211.75,0.06293045272484063,0.11959845572710037
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/25_26__walking_down_street_outside_angry__XKQAYTLI.mp4,32,32,4,4,0,200.5,0.00045531409057149,0.14460278302431107
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/25_26__walking_down_street_outside_angry__XKQAYTLI.mp4,32,32,4,4,0,133.5,0.00720901193524859,0.08493305742740631
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/25_26__walking_down_street_outside_angry__XKQAYTLI.mp4,32,32,4,4,0,129.5,0.007552759534238351,0.11951650679111481
haar,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__podium_speech_happy__Q9NSXM88.mp4,32,32,4,4,0,188.0,0.003888483364476645,0.0538971871137619
mtcnn,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__podium_speech_happy__Q9NSXM88.mp4,32,32,4,4,0,143.0,0.0036164180861683985,0.030530601739883423
retinaface,train,DFD,fake,wide,DeepFakeDetection,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__podium_speech_happy__Q9NSXM88.mp4,32,32,4,4,0,146.0,0.0033216646295890643,0.12209051847457886
haar,train,DFD,real,wide,real,DFD_original sequences/10__outside_talking_pan_laughing.mp4,32,32,4,4,0,165.5,0.008586408183241493,0.08501210063695908
mtcnn,train,DFD,real,wide,real,DFD_original sequences/10__outside_talking_pan_laughing.mp4,32,29,4,3,0,146.0,0.008232237584793977,0.03375512361526489
retinaface,train,DFD,real,wide,real,DFD_original sequences/10__outside_talking_pan_laughing.mp4,32,30,4,3,0,148.75,0.005784396483896106,0.12027914077043533
haar,train,DFD,real,wide,real,DFD_original sequences/15__exit_phone_room.mp4,32,32,4,4,0,158.5,0.0478175696556791,0.06726574897766113
mtcnn,train,DFD,real,wide,real,DFD_original sequences/15__exit_phone_room.mp4,32,32,4,4,0,117.25,0.0031679398864541226,0.027806267142295837
retinaface,train,DFD,real,wide,real,DFD_original sequences/15__exit_phone_room.mp4,32,32,4,4,0,115.0,0.003013414905887269,0.12038453668355942
haar,train,DFD,real,wide,real,DFD_original sequences/06__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,219.0,0.012581304672229572,0.09962942451238632
mtcnn,train,DFD,real,wide,real,DFD_original sequences/06__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,164.0,0.004996859495554518,0.04413386434316635
retinaface,train,DFD,real,wide,real,DFD_original sequences/06__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,164.75,0.004934557366950885,0.1235862448811531
haar,train,DFD,real,wide,real,DFD_original sequences/13__walking_down_street_outside_angry.mp4,32,32,4,4,0,210.5,0.0009363302376553717,0.15933503955602646
mtcnn,train,DFD,real,wide,real,DFD_original sequences/13__walking_down_street_outside_angry.mp4,32,32,4,4,0,146.75,0.0024423924933396077,0.10840443521738052
retinaface,train,DFD,real,wide,real,DFD_original sequences/13__walking_down_street_outside_angry.mp4,32,32,4,4,0,150.0,0.00237682622620444,0.12358316034078598
haar,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_still_laughing.mp4,32,32,4,4,0,182.75,0.010525249590098484,0.08304520696401596
mtcnn,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_still_laughing.mp4,32,32,4,4,0,154.0,0.00992327475793036,0.035974882543087006
retinaface,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_still_laughing.mp4,32,32,4,4,0,152.5,0.009497845688810297,0.12367059290409088
haar,train,DFD,real,wide,real,DFD_original sequences/12__talking_angry_couch.mp4,32,32,4,4,0,270.5,0.007755447151490364,0.09223422408103943
mtcnn,train,DFD,real,wide,real,DFD_original sequences/12__talking_angry_couch.mp4,32,32,4,4,0,215.0,0.0060955906720867176,0.053204797208309174
retinaface,train,DFD,real,wide,real,DFD_original sequences/12__talking_angry_couch.mp4,32,32,4,4,0,204.5,0.007375775480714733,0.12258703261613846
haar,train,DFD,real,wide,real,DFD_original sequences/14__kitchen_still.mp4,32,32,4,4,0,304.0,0.0020935407999922457,0.09783408045768738
mtcnn,train,DFD,real,wide,real,DFD_original sequences/14__kitchen_still.mp4,32,32,4,4,0,241.5,0.005126032671185833,0.04477556049823761
retinaface,train,DFD,real,wide,real,DFD_original sequences/14__kitchen_still.mp4,32,32,4,4,0,233.25,0.004545781128164186,0.12456846237182617
haar,train,DFD,real,wide,real,DFD_original sequences/06__talking_angry_couch.mp4,32,27,4,3,0,234.75,0.008304117730662872,0.08334856480360031
mtcnn,train,DFD,real,wide,real,DFD_original sequences/06__talking_angry_couch.mp4,32,32,4,4,0,194.5,0.008554551048763882,0.0420273095369339
retinaface,train,DFD,real,wide,real,DFD_original sequences/06__talking_angry_couch.mp4,32,32,4,4,0,200.5,0.007588541469423577,0.12245378643274307
haar,train,DFD,real,wide,real,DFD_original sequences/18__walking_down_street_outside_angry.mp4,32,32,4,4,0,200.0,0.0004947388131993825,0.15080783516168594
mtcnn,train,DFD,real,wide,real,DFD_original sequences/18__walking_down_street_outside_angry.mp4,32,32,4,4,0,119.75,0.002642411446877345,0.07305411994457245
retinaface,train,DFD,real,wide,real,DFD_original sequences/18__walking_down_street_outside_angry.mp4,32,32,4,4,0,120.5,0.0028302672912576534,0.12237361073493958
haar,train,DFD,real,wide,real,DFD_original sequences/27__kitchen_pan.mp4,32,32,4,4,0,262.5,0.008296675200125852,0.09884576499462128
mtcnn,train,DFD,real,wide,real,DFD_original sequences/27__kitchen_pan.mp4,32,32,4,4,0,186.25,0.00965242287342231,0.0448622927069664
retinaface,train,DFD,real,wide,real,DFD_original sequences/27__kitchen_pan.mp4,32,32,4,4,0,195.0,0.1631303923475048,0.12216613441705704
haar,train,DFD,real,wide,real,DFD_original sequences/10__podium_speech_happy.mp4,32,32,4,4,0,207.25,0.002578312320775783,0.05939337611198425
mtcnn,train,DFD,real,wide,real,DFD_original sequences/10__podium_speech_happy.mp4,32,32,4,4,0,168.0,0.0031452368338124198,0.02688370645046234
retinaface,train,DFD,real,wide,real,DFD_original sequences/10__podium_speech_happy.mp4,32,32,4,4,0,165.75,0.0017194523473196858,0.12121362239122391
haar,train,DFD,real,wide,real,DFD_original sequences/22__talking_against_wall.mp4,32,32,4,4,0,296.25,0.0016659368003442078,0.09625228494405746
mtcnn,train,DFD,real,wide,real,DFD_original sequences/22__talking_against_wall.mp4,32,32,4,4,0,237.75,0.0022903420259112123,0.0375412181019783
retinaface,train,DFD,real,wide,real,DFD_original sequences/22__talking_against_wall.mp4,32,32,4,4,0,220.5,0.002315197719073169,0.1224401518702507
haar,train,DFD,real,wide,real,DFD_original sequences/18__kitchen_still.mp4,32,32,4,4,0,265.25,0.0022971265728383723,0.12295262515544891
mtcnn,train,DFD,real,wide,real,DFD_original sequences/18__kitchen_still.mp4,32,32,4,4,0,224.5,0.002962927368588552,0.04703265428543091
retinaface,train,DFD,real,wide,real,DFD_original sequences/18__kitchen_still.mp4,32,32,4,4,0,208.25,0.001083670182216244,0.12275776267051697
haar,train,DFD,real,wide,real,DFD_original sequences/26__exit_phone_room.mp4,32,32,4,4,0,187.0,0.005703758407187524,0.06522808969020844
mtcnn,train,DFD,real,wide,real,DFD_original sequences/26__exit_phone_room.mp4,32,32,4,4,0,141.75,0.0025906295334167146,0.031762607395648956
retinaface,train,DFD,real,wide,real,DFD_original sequences/26__exit_phone_room.mp4,32,32,4,4,0,142.25,0.00221501027785553,0.12278268486261368
haar,train,DFD,real,wide,real,DFD_original sequences/14__talking_angry_couch.mp4,32,28,4,3,0,232.5,0.005900328814908555,0.08114565163850784
mtcnn,train,DFD,real,wide,real,DFD_original sequences/14__talking_angry_couch.mp4,32,32,4,4,0,201.0,0.1697241701034537,0.04269164800643921
retinaface,train,DFD,real,wide,real,DFD_original sequences/14__talking_angry_couch.mp4,32,32,4,4,0,177.5,0.13379856866431208,0.11929579079151154
haar,train,DFD,real,wide,real,DFD_original sequences/14__outside_talking_pan_laughing.mp4,32,32,4,4,0,221.0,0.009511185142677646,0.0864136591553688
mtcnn,train,DFD,real,wide,real,DFD_original sequences/14__outside_talking_pan_laughing.mp4,32,32,4,4,0,171.5,0.010638370576160095,0.03359988331794739
retinaface,train,DFD,real,wide,real,DFD_original sequences/14__outside_talking_pan_laughing.mp4,32,32,4,4,0,171.5,0.007900252265467533,0.11838655173778534
haar,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_pan_laughing.mp4,32,30,4,3,0,191.25,0.013278340713975764,0.08484569936990738
mtcnn,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_pan_laughing.mp4,32,32,4,4,0,158.25,0.007084688397115308,0.03438641130924225
retinaface,train,DFD,real,wide,real,DFD_original sequences/26__outside_talking_pan_laughing.mp4,32,32,4,4,0,155.75,0.006933957282259097,0.12054798752069473
haar,train,DFD,real,wide,real,DFD_original sequences/15__walking_down_street_outside_angry.mp4,32,32,4,4,0,210.0,0.00045226382606930877,0.19090858101844788
mtcnn,train,DFD,real,wide,real,DFD_original sequences/15__walking_down_street_outside_angry.mp4,32,32,4,4,0,141.25,0.0018132147730596996,0.21893750131130219
retinaface,train,DFD,real,wide,real,DFD_original sequences/15__walking_down_street_outside_angry.mp4,32,32,4,4,0,137.75,0.0011577899642884106,0.11903394758701324
haar,train,DFD,real,wide,real,DFD_original sequences/06__outside_talking_still_laughing.mp4,32,32,4,4,0,187.75,0.007421811856732866,0.08284228295087814
mtcnn,train,DFD,real,wide,real,DFD_original sequences/06__outside_talking_still_laughing.mp4,32,32,4,4,0,151.5,0.006731258047963621,0.03219921886920929
retinaface,train,DFD,real,wide,real,DFD_original sequences/06__outside_talking_still_laughing.mp4,32,32,4,4,0,147.0,0.0062608414103819815,0.11845807731151581
haar,train,DFD,real,wide,real,DFD_original sequences/17__walking_and_outside_surprised.mp4,32,31,4,3,0,139.25,0.2417594237191495,0.13187234848737717
mtcnn,train,DFD,real,wide,real,DFD_original sequences/17__walking_and_outside_surprised.mp4,32,32,4,4,0,279.25,0.016681856598928884,0.06542589515447617
retinaface,train,DFD,real,wide,real,DFD_original sequences/17__walking_and_outside_surprised.mp4,32,32,4,4,0,265.75,0.016309845314312225,0.1202954649925232
haar,train,DFD,real,wide,real,DFD_original sequences/20__walk_down_hall_angry.mp4,32,32,4,4,0,98.5,0.12333718895577381,0.06341494619846344
mtcnn,train,DFD,real,wide,real,DFD_original sequences/20__walk_down_hall_angry.mp4,32,32,4,4,0,80.5,0.004645099810001812,0.030058346688747406
retinaface,train,DFD,real,wide,real,DFD_original sequences/20__walk_down_hall_angry.mp4,32,32,4,4,0,86.25,0.004435250287646349,0.11937238276004791
haar,train,DFD,real,wide,real,DFD_original sequences/22__outside_talking_pan_laughing.mp4,32,32,4,4,0,206.0,0.009677813841582521,0.10028772801160812
mtcnn,train,DFD,real,wide,real,DFD_original sequences/22__outside_talking_pan_laughing.mp4,32,32,4,4,0,173.25,0.009914090597435213,0.040380850434303284
retinaface,train,DFD,real,wide,real,DFD_original sequences/22__outside_talking_pan_laughing.mp4,32,32,4,4,0,166.0,0.009271665051543983,0.11963588744401932
haar,train,DFD,real,wide,real,DFD_original sequences/12__outside_talking_pan_laughing.mp4,32,32,4,4,0,203.25,0.006011566198415058,0.09751257300376892
mtcnn,train,DFD,real,wide,real,DFD_original sequences/12__outside_talking_pan_laughing.mp4,32,32,4,4,0,171.25,0.0068696905949262015,0.04236336052417755
retinaface,train,DFD,real,wide,real,DFD_original sequences/12__outside_talking_pan_laughing.mp4,32,32,4,4,0,167.75,0.00634405866210185,0.12115953117609024
haar,train,DFD,real,wide,real,DFD_original sequences/20__kitchen_still.mp4,32,32,4,4,0,418.5,0.002282404763083622,0.11237366497516632
mtcnn,train,DFD,real,wide,real,DFD_original sequences/20__kitchen_still.mp4,32,32,4,4,0,226.25,0.0033313585444495154,0.04517301172018051
retinaface,train,DFD,real,wide,real,DFD_original sequences/20__kitchen_still.mp4,32,32,4,4,0,225.75,0.007899333428438612,0.11983577162027359
haar,train,DFD,real,wide,real,DFD_original sequences/19__kitchen_still.mp4,32,32,4,4,0,263.75,0.007875466802174616,0.10459646582603455
mtcnn,train,DFD,real,wide,real,DFD_original sequences/19__kitchen_still.mp4,32,32,4,4,0,224.25,0.004680940776895701,0.04420208930969238
retinaface,train,DFD,real,wide,real,DFD_original sequences/19__kitchen_still.mp4,32,32,4,4,0,222.75,0.00578474753471816,0.12010864168405533
haar,train,DFD,real,wide,real,DFD_original sequences/20__outside_talking_still_laughing.mp4,32,32,4,4,0,181.0,0.002726437397984006,0.08547739684581757
mtcnn,train,DFD,real,wide,real,DFD_original sequences/20__outside_talking_still_laughing.mp4,32,32,4,4,0,156.0,0.002856812633318175,0.03733234852552414
retinaface,train,DFD,real,wide,real,DFD_original sequences/20__outside_talking_still_laughing.mp4,32,32,4,4,0,163.25,0.002699326748049059,0.12015876173973083
haar,train,DFD,real,wide,real,DFD_original sequences/18__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,143.5,0.005242727571925271,0.12232301384210587
mtcnn,train,DFD,real,wide,real,DFD_original sequences/18__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,117.75,0.005725505094623785,0.04691170156002045
retinaface,train,DFD,real,wide,real,DFD_original sequences/18__walking_outside_cafe_disgusted.mp4,32,32,4,4,0,119.5,0.005143047229460599,0.11926238238811493
haar,train,DFD,real,wide,real,DFD_original sequences/17__talking_angry_couch.mp4,32,28,4,3,0,228.75,0.011963075247954744,0.08730799704790115
mtcnn,train,DFD,real,wide,real,DFD_original sequences/17__talking_angry_couch.mp4,32,32,4,4,0,192.5,0.0061374104857777265,0.036066412925720215
retinaface,train,DFD,real,wide,real,DFD_original sequences/17__talking_angry_couch.mp4,32,32,4,4,0,187.5,0.0027661381541410307,0.11942104995250702
haar,train,DFD,real,wide,real,DFD_original sequences/26__walk_down_hall_angry.mp4,32,32,4,4,0,136.0,0.0005616096015938923,0.062067799270153046
mtcnn,train,DFD,real,wide,real,DFD_original sequences/26__walk_down_hall_angry.mp4,32,32,4,4,0,114.25,0.0009140151449671238,0.031129926443099976
retinaface,train,DFD,real,wide,real,DFD_original sequences/26__walk_down_hall_angry.mp4,32,32,4,4,0,114.25,0.0006225656279082185,0.12328207492828369
haar,train,DFD,real,wide,real,DFD_original sequences/26__secret_conversation.mp4,32,21,4,1,0,167.0,0.1621353641017718,0.09079354256391525
mtcnn,train,DFD,real,wide,real,DFD_original sequences/26__secret_conversation.mp4,32,32,4,4,0,146.0,0.004110867530978556,0.07411952316761017
retinaface,train,DFD,real,wide,real,DFD_original sequences/26__secret_conversation.mp4,32,32,4,4,0,140.0,0.08331363402074139,0.1234724372625351
